student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
15,morphology_root_pattern (-0.04),character_identification (-0.03),stress (-0.02),avg_grade (+2.11),oral_tradition_awareness (+0.05),grade_t3 (+0.05),14.2,15.339719277956574
16,narrative_understanding (-0.04),practice_intensity (-0.03),narrative_writing (-0.02),avg_grade (+0.17),exam_preparation (+0.08),stress (+0.06),13.8,13.516740842490849
17,avg_grade (-0.37),implicit_meaning (-0.03),oral_tradition_awareness (-0.03),stress (+0.26),exam_preparation (+0.18),analysis_score (+0.02),13.3,13.217988196298808
18,avg_grade (-0.35),exam_preparation (-0.09),confidence (-0.05),stress (+0.21),grade_t1 (+0.03),verb_identification (+0.03),12.2,12.97696290756028
19,avg_grade (-1.64),study_hours (-0.07),cultural_heritage (-0.03),grade_t1 (+0.19),exam_preparation (+0.10),practice_intensity (+0.03),11.4,11.943443019480519
20,avg_grade (-0.74),stress (-0.05),study_hours (-0.03),morphology_root_pattern (+0.02),grade_t1 (+0.02),exam_preparation (+0.02),13.4,12.454856933488118
21,exam_preparation (-0.05),narrative_writing (-0.03),synonym_knowledge (-0.02),avg_grade (+3.21),grade_t1 (+0.09),stress (+0.08),18.6,16.626753189792666
22,avg_grade (-0.68),stress (-0.06),grade_t3 (-0.03),grade_t1 (+0.05),grade_trend (+0.04),verb_identification (+0.03),12.8,12.66095124625151
23,avg_grade (-0.60),stress (-0.06),confidence (-0.04),exam_preparation (+0.17),grade_t1 (+0.04),shifter_identification (+0.02),14.4,12.685323321495952
24,practice_intensity (-0.07),character_identification (-0.03),synonym_knowledge (-0.02),avg_grade (+1.90),exam_preparation (+0.05),grade_t3 (+0.04),15.6,15.078822115311585
25,avg_grade (-0.54),exam_preparation (-0.21),stress (-0.05),grade_t2 (+0.02),morphology_root_pattern (+0.02),verb_identification (+0.01),9.7,12.416844738602235
26,avg_grade (-2.12),grade_t1 (-0.04),practice_intensity (-0.03),study_hours (+0.02),implicit_meaning (+0.02),morphology_root_pattern (+0.02),10.6,11.04980720945721
27,synonym_knowledge (-0.05),morphology_root_pattern (-0.04),oral_tradition_awareness (-0.04),avg_grade (+2.10),exam_preparation (+0.07),cultural_heritage (+0.04),16.1,15.436852581474522
28,avg_grade (-1.46),exam_preparation (-0.11),narrative_writing (-0.09),stress (+0.03),practice_intensity (+0.02),confidence (+0.01),11.3,11.416715620490624
29,morphology_root_pattern (-0.04),confidence (-0.04),exam_preparation (-0.02),avg_grade (+3.80),event_ordering (+0.03),stress (+0.03),16.8,16.963750000000005
30,avg_grade (-1.58),study_hours (-0.06),exam_preparation (-0.05),grade_t1 (+0.13),morphology_root_pattern (+0.03),implicit_meaning (+0.02),10.2,11.631962395937396
31,avg_grade (-1.20),grade_t3 (-0.02),stress (-0.02),grade_t1 (+0.17),exam_preparation (+0.11),imbalance_score (+0.05),12.3,12.337601241793639
32,avg_grade (-0.54),morphology_root_pattern (-0.11),stress (-0.03),event_ordering (+0.05),grade_t1 (+0.05),imbalance_score (+0.02),13.0,12.702420236944905
33,avg_grade (-0.73),stress (-0.05),study_hours (-0.02),morphology_root_pattern (+0.02),main_idea_detection (+0.02),confidence (+0.02),13.0,12.415721407403488
34,stress (-0.02),grade_t2 (-0.02),exam_preparation (-0.02),avg_grade (+0.86),grade_t3 (+0.07),main_idea_detection (+0.03),14.2,14.085179970038798
35,avg_grade (-2.15),study_hours (-0.05),character_identification (-0.03),exam_preparation (+0.06),synonym_knowledge (+0.03),motivation (+0.02),10.9,11.004973326673326
36,study_hours (-0.13),exam_preparation (-0.09),narrative_writing (-0.03),avg_grade (+2.47),oral_tradition_awareness (+0.03),morphology_root_pattern (+0.02),16.3,15.56848348188129
37,narrative_writing (-0.03),vocabulary_accuracy (-0.03),main_idea_detection (-0.02),avg_grade (+0.75),grade_t1 (+0.04),confidence (+0.02),15.5,13.9977842937256
38,morphology_root_pattern (-0.03),synonym_knowledge (-0.03),verb_identification (-0.03),avg_grade (+2.57),exam_preparation (+0.10),stress (+0.07),15.8,16.22747435897437
39,avg_grade (-3.52),grade_t2 (-0.07),main_idea_detection (-0.03),confidence (+0.06),exam_preparation (+0.03),sentence_decomposition (+0.02),9.3,9.615716666666666
40,avg_grade (-0.78),exam_preparation (-0.09),grade_t1 (-0.04),grade_t2 (+0.02),paragraph_structure (+0.02),teacher_support (+0.01),12.2,12.206668135623854
41,avg_grade (-0.73),exam_preparation (-0.11),main_idea_detection (-0.04),stress (+0.30),synonym_knowledge (+0.01),confidence (+0.01),11.1,12.5747053939903
42,avg_grade (-3.62),grade_t2 (-0.10),oral_tradition_awareness (-0.04),confidence (+0.13),paragraph_structure (+0.02),practice_intensity (+0.01),9.2,9.331349999999995
43,narrative_understanding (-0.04),narrative_writing (-0.04),exam_preparation (-0.03),avg_grade (+0.91),grade_t3 (+0.04),grade_t1 (+0.03),15.2,14.166979863763688
44,avg_grade (-2.51),grade_t2 (-0.12),grade_t1 (-0.04),exam_preparation (+0.03),confidence (+0.03),narrative_writing (+0.03),11.7,10.541705902430902
45,oral_tradition_awareness (-0.04),character_identification (-0.03),imbalance_score (-0.03),avg_grade (+1.77),exam_preparation (+0.07),grade_t3 (+0.06),15.0,15.031951975475499
46,exam_preparation (-0.03),narrative_writing (-0.02),grade_trend (-0.02),avg_grade (+2.69),study_hours (+0.04),reading_frequency (+0.04),15.3,16.049397441644384
47,avg_grade (-0.82),stress (-0.04),imbalance_score (-0.02),grade_t1 (+0.04),grade_trend (+0.04),main_idea_detection (+0.02),12.1,12.353019583804656
48,avg_grade (-1.05),exam_preparation (-0.17),stress (-0.07),grade_t1 (+0.08),study_hours (+0.02),grade_trend (+0.02),12.3,12.077610498940002
49,avg_grade (-2.08),grade_t1 (-0.06),study_hours (-0.03),synonym_knowledge (+0.03),exam_preparation (+0.03),imbalance_score (+0.02),11.2,11.058954279054278
50,grade_t3 (-0.02),sentence_decomposition (-0.02),imbalance_score (-0.02),avg_grade (+0.71),stress (+0.08),grade_t1 (+0.04),14.8,14.079091544807847
51,avg_grade (-2.74),exam_preparation (-0.05),consistency (-0.04),grade_t2 (+0.04),confidence (+0.04),event_ordering (+0.02),9.2,10.4169673992674
52,study_hours (-0.03),antonym_knowledge (-0.01),subject_object_analysis (-0.01),avg_grade (+0.30),exam_preparation (+0.23),event_ordering (+0.04),14.2,13.882825231055504
53,grade_t3 (-0.07),morphology_root_pattern (-0.07),vocabulary_accuracy (-0.02),avg_grade (+0.31),exam_preparation (+0.21),event_ordering (+0.04),14.0,13.603640625224449
54,avg_grade (-3.89),grade_t2 (-0.11),grade_t3 (-0.10),confidence (+0.10),exam_preparation (+0.07),stress (+0.06),10.6,9.042749999999998
55,exam_preparation (-0.13),grade_t3 (-0.02),narrative_writing (-0.02),avg_grade (+0.88),grade_t2 (+0.04),confidence (+0.03),13.5,14.0598324017574
56,exam_preparation (-0.05),study_hours (-0.02),vocabulary_accuracy (-0.02),avg_grade (+2.02),stress (+0.07),imbalance_score (+0.07),15.9,15.422775392932854
57,avg_grade (-0.74),study_hours (-0.07),stress (-0.05),exam_preparation (+0.07),stream_encoded (+0.01),synonym_knowledge (+0.01),13.4,12.266122850052762
58,avg_grade (-3.57),oral_tradition_awareness (-0.06),grade_t1 (-0.04),confidence (+0.07),grade_t2 (+0.05),exam_preparation (+0.05),10.7,9.544383333333327
59,exam_preparation (-0.02),sentence_decomposition (-0.02),stress (-0.02),avg_grade (+0.16),morphology_root_pattern (+0.03),subject_object_analysis (+0.03),13.4,13.439912322054049
60,study_hours (-0.13),exam_preparation (-0.05),narrative_writing (-0.03),avg_grade (+2.51),event_ordering (+0.04),implicit_meaning (+0.03),16.8,15.647451312576313
61,avg_grade (-3.82),confidence (-0.31),grade_t2 (-0.14),consistency (+0.03),sentence_decomposition (+0.01),practice_intensity (+0.01),9.6,8.633333333333333
62,morphology_root_pattern (-0.03),grade_trend (-0.02),narrative_writing (-0.02),avg_grade (+3.07),exam_preparation (+0.09),study_hours (+0.04),16.3,16.456585396999877
63,exam_preparation (-0.12),practice_intensity (-0.03),grade_t1 (-0.02),avg_grade (+0.64),imbalance_score (+0.08),grade_t2 (+0.02),13.5,13.759720296379118
64,avg_grade (-3.72),grade_t2 (-0.12),grade_t3 (-0.10),confidence (+0.10),exam_preparation (+0.06),teacher_support (+0.02),8.3,9.239583333333336
65,stress (-0.02),paragraph_structure (-0.02),exam_preparation (-0.02),avg_grade (+0.22),grade_t1 (+0.03),confidence (+0.02),13.0,13.441770261120261
66,exam_preparation (-0.04),vocabulary_accuracy (-0.03),narrative_writing (-0.03),avg_grade (+2.17),grade_t3 (+0.03),reading_frequency (+0.02),14.7,15.422427787205242
67,avg_grade (-0.55),analysis_score (-0.03),cultural_heritage (-0.02),exam_preparation (+0.16),grade_t1 (+0.03),stress (+0.02),12.8,12.909852683957363
68,avg_grade (-0.67),grade_t1 (-0.04),implicit_meaning (-0.03),confidence (+0.02),main_idea_detection (+0.01),grade_t2 (+0.01),12.1,12.509230286193825
69,avg_grade (-2.23),narrative_writing (-0.26),grade_t1 (-0.09),study_hours (+0.03),exam_preparation (+0.02),grade_t2 (+0.02),10.5,10.693650793650793
70,narrative_writing (-0.02),cultural_heritage (-0.02),imbalance_score (-0.01),avg_grade (+2.00),exam_preparation (+0.07),stress (+0.06),16.2,15.525707968544385
71,avg_grade (-1.59),confidence (-0.07),exam_preparation (-0.04),grade_t1 (+0.19),study_hours (+0.05),grade_t2 (+0.03),10.8,11.816913121118013
72,avg_grade (-0.99),imbalance_score (-0.04),analysis_score (-0.03),exam_preparation (+0.17),grade_t1 (+0.13),study_hours (+0.03),13.9,12.355523622065066
73,exam_preparation (-0.10),grade_t3 (-0.06),character_identification (-0.03),imbalance_score (+0.03),oral_tradition_awareness (+0.02),practice_intensity (+0.02),12.4,13.036751984126987
74,avg_grade (-0.52),grade_t1 (-0.02),character_identification (-0.02),stress (+0.29),implicit_meaning (+0.05),study_hours (+0.02),13.1,13.053467841626663
75,avg_grade (-1.42),grade_t1 (-0.06),study_hours (-0.04),stress (+0.03),implicit_meaning (+0.03),practice_intensity (+0.03),11.3,11.719514060939064
76,exam_preparation (-0.05),sentence_decomposition (-0.05),paragraph_structure (-0.02),avg_grade (+0.31),narrative_understanding (+0.03),oral_tradition_awareness (+0.02),13.4,13.437575847200849
77,exam_preparation (-0.10),teacher_support (-0.02),sentence_decomposition (-0.02),avg_grade (+0.56),stress (+0.07),grade_t1 (+0.06),14.8,13.740406105006105
78,avg_grade (-2.13),grade_t1 (-0.04),study_hours (-0.04),exam_preparation (+0.09),stress (+0.06),imbalance_score (+0.03),11.5,11.181602579365084
79,avg_grade (-0.80),grade_t1 (-0.08),stress (-0.06),verb_identification (+0.02),morphology_root_pattern (+0.02),main_idea_detection (+0.02),11.7,12.222187323071148
80,confidence (-0.04),narrative_writing (-0.03),practice_intensity (-0.02),avg_grade (+0.94),exam_preparation (+0.08),grade_t3 (+0.07),14.0,14.288532869916702
81,grade_t3 (-0.12),confidence (-0.04),oral_tradition_awareness (-0.04),avg_grade (+1.65),exam_preparation (+0.14),character_identification (+0.03),13.9,14.834691550641558
82,avg_grade (-0.73),stress (-0.06),narrative_writing (-0.04),exam_preparation (+0.09),confidence (+0.02),main_idea_detection (+0.02),13.3,12.369083771391585
83,oral_tradition_awareness (-0.05),sentence_decomposition (-0.03),exam_preparation (-0.02),avg_grade (+0.22),practice_intensity (+0.04),subject_object_analysis (+0.02),14.2,13.416490582465585
84,exam_preparation (-0.15),grade_t3 (-0.10),oral_tradition_awareness (-0.03),avg_grade (+1.98),grade_t1 (+0.03),practice_intensity (+0.02),13.9,14.98346173419315
85,avg_grade (-1.89),confidence (-0.06),study_hours (-0.06),exam_preparation (+0.07),implicit_meaning (+0.04),event_ordering (+0.03),12.1,11.335153467365966
86,exam_preparation (-0.04),narrative_understanding (-0.03),narrative_writing (-0.02),avg_grade (+0.75),imbalance_score (+0.06),grade_t2 (+0.03),13.4,14.04390982073482
87,exam_preparation (-0.16),oral_tradition_awareness (-0.02),implicit_meaning (-0.02),avg_grade (+1.59),imbalance_score (+0.02),confidence (+0.02),15.2,14.796855258303792
88,synonym_knowledge (-0.04),grade_t3 (-0.03),narrative_writing (-0.03),avg_grade (+2.11),oral_tradition_awareness (+0.10),grade_t1 (+0.05),15.0,15.471716175658111
89,oral_tradition_awareness (-0.03),narrative_writing (-0.03),descriptive_writing (-0.02),avg_grade (+1.88),exam_preparation (+0.07),grade_t3 (+0.05),15.5,15.196236441176904
90,avg_grade (-0.61),teacher_support (-0.05),stress (-0.04),exam_preparation (+0.08),imbalance_score (+0.02),grade_t1 (+0.02),13.0,12.561143130882524
91,avg_grade (-2.01),synonym_knowledge (-0.04),cultural_heritage (-0.02),study_hours (+0.05),consistency (+0.02),grade_t3 (+0.02),11.2,11.129015423465427
92,exam_preparation (-0.09),oral_tradition_awareness (-0.09),stress (-0.03),avg_grade (+0.25),grade_t2 (+0.02),verb_identification (+0.01),13.0,13.234053087770736
93,avg_grade (-0.69),exam_preparation (-0.08),main_idea_detection (-0.04),stress (+0.03),grade_t1 (+0.02),practice_intensity (+0.01),11.6,12.328329518950836
94,avg_grade (-2.61),consistency (-0.05),grade_t3 (-0.04),confidence (+0.05),grade_t2 (+0.05),narrative_writing (+0.02),10.1,10.473775632700635
95,avg_grade (-1.30),exam_preparation (-0.12),analysis_score (-0.04),stress (+0.12),grade_t1 (+0.12),imbalance_score (+0.03),12.2,11.980634204793027
96,exam_preparation (-0.20),cultural_heritage (-0.03),narrative_writing (-0.03),avg_grade (+1.80),grade_t3 (+0.04),practice_intensity (+0.03),14.4,14.944239805194812
97,grade_t3 (-0.06),narrative_writing (-0.02),sentence_decomposition (-0.02),avg_grade (+0.29),exam_preparation (+0.10),grade_t1 (+0.04),13.7,13.699155613014444
98,avg_grade (-2.74),exam_preparation (-0.05),grade_t3 (-0.04),confidence (+0.03),narrative_writing (+0.02),stress (+0.01),10.1,10.11425
99,grade_t3 (-0.07),grade_t1 (-0.02),paragraph_structure (-0.01),avg_grade (+0.34),exam_preparation (+0.06),oral_tradition_awareness (+0.03),13.7,13.56432578965605
