student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
17,confidence (-0.03),study_quality (-0.03),consistency (-0.03),calculation_accuracy (+0.74),financial_logic (+0.59),overall_level (+0.43),14.8,16.608344408821164
18,avg_grade (-0.49),calculation_accuracy (-0.36),grade_t3 (-0.22),overall_level (+0.55),execution_speed (+0.09),financial_logic (+0.06),11.8,13.134452688977683
19,avg_grade (-0.76),grade_t2 (-0.22),grade_t1 (-0.18),overall_level (+1.65),calculation_accuracy (+0.50),table_handling (+0.10),13.8,14.682762571200728
20,overall_level (-1.17),financial_logic (-0.27),table_handling (-0.16),avg_grade (+0.59),grade_t3 (+0.20),grade_t2 (+0.19),12.8,13.431660502861435
21,overall_level (-2.60),table_handling (-0.45),avg_grade (-0.35),calculation_accuracy (+0.74),financial_logic (+0.12),study_quality (+0.11),12.7,11.511716468253967
22,overall_level (-0.75),financial_block (-0.08),mock_exams (-0.05),financial_logic (+0.25),grade_t3 (+0.17),avg_grade (+0.14),14.9,13.727051499223071
23,mock_exams (-0.06),practice_intensity (-0.05),confidence (-0.05),avg_grade (+0.93),overall_level (+0.84),calculation_accuracy (+0.77),16.9,16.76365472408386
24,avg_grade (-0.47),calculation_accuracy (-0.41),financial_logic (-0.18),overall_level (+0.56),grade_t3 (+0.08),stress (+0.06),13.3,13.075633114181139
25,practice_intensity (-0.18),consistency (-0.07),study_quality (-0.07),calculation_accuracy (+0.66),avg_grade (+0.39),overall_level (+0.38),13.1,15.194536671064363
26,avg_grade (-0.50),calculation_accuracy (-0.29),grade_t3 (-0.19),overall_level (+0.60),practice_intensity (+0.21),stress (+0.06),12.1,13.224810314482722
27,calculation_accuracy (-0.52),financial_logic (-0.51),avg_grade (-0.28),overall_level (+0.47),grade_t3 (+0.11),practice_intensity (+0.08),13.4,13.124069541234473
28,avg_grade (-0.45),grade_t3 (-0.21),grade_t2 (-0.11),calculation_accuracy (+0.73),overall_level (+0.53),financial_logic (+0.11),14.0,14.360421888793033
29,overall_level (-2.75),calculation_accuracy (-0.62),financial_logic (-0.56),grade_t3 (+0.27),cost_block (+0.07),grade_t2 (+0.05),6.6,8.64228944099379
30,avg_grade (-0.64),grade_t2 (-0.13),grade_t1 (-0.12),overall_level (+1.52),financial_logic (+0.57),calculation_accuracy (+0.28),15.8,15.481808520942844
31,overall_level (-0.97),calculation_accuracy (-0.25),study_hours (-0.07),avg_grade (+0.69),financial_logic (+0.43),grade_t3 (+0.20),13.6,14.074526380897515
32,avg_grade (-0.60),calculation_accuracy (-0.42),table_handling (-0.17),overall_level (+2.00),financial_block (+0.07),consistency (+0.03),13.5,14.047135373123604
33,practice_intensity (-0.16),calculation_accuracy (-0.06),mock_exams (-0.05),overall_level (+2.62),avg_grade (+1.05),grade_t3 (+0.14),19.3,17.64620931495405
34,calculation_accuracy (-0.25),study_hours (-0.10),financial_logic (-0.08),overall_level (+0.19),grade_t2 (+0.16),avg_grade (+0.10),15.2,13.732149138022562
35,calculation_accuracy (-0.33),study_hours (-0.08),table_handling (-0.04),overall_level (+0.91),financial_logic (+0.73),avg_grade (+0.34),17.2,15.947056636595262
36,overall_level (-1.08),financial_logic (-0.56),avg_grade (-0.46),calculation_accuracy (+0.50),loan_block (+0.03),study_hours (+0.02),11.7,10.908753454715217
37,financial_logic (-0.20),execution_speed (-0.12),practice_intensity (-0.07),avg_grade (+0.86),calculation_accuracy (+0.76),overall_level (+0.46),15.7,15.832971143244738
38,overall_level (-2.27),financial_logic (-0.25),study_hours (-0.02),calculation_accuracy (+0.40),avg_grade (+0.17),grade_t3 (+0.14),14.6,12.248825204860498
39,execution_speed (-0.07),grade_trend (-0.01),study_hours (-0.01),overall_level (+2.20),financial_logic (+0.73),calculation_accuracy (+0.53),18.9,18.204391666666663
40,study_hours (-0.03),grade_trend (-0.02),grade_t1 (-0.01),overall_level (+2.05),practice_intensity (+0.35),calculation_accuracy (+0.25),18.4,17.15458293650794
41,overall_level (-1.06),financial_logic (-0.68),grade_trend (-0.12),avg_grade (+0.29),grade_t2 (+0.18),grade_t3 (+0.14),14.2,12.647523462648465
42,overall_level (-1.34),financial_logic (-0.49),table_handling (-0.49),calculation_accuracy (+0.21),study_hours (+0.10),grade_t3 (+0.09),10.1,11.650091144149966
43,cost_block (-0.05),stress (-0.04),consistency (-0.03),overall_level (+2.51),avg_grade (+1.07),calculation_accuracy (+0.47),19.4,19.05252380952382
44,avg_grade (-0.56),calculation_accuracy (-0.50),grade_t3 (-0.27),overall_level (+0.54),financial_logic (+0.21),cost_block (+0.06),11.0,12.29019875328919
45,practice_intensity (-0.14),financial_logic (-0.08),weekly_exercises (-0.02),overall_level (+1.94),calculation_accuracy (+0.16),cost_block (+0.10),17.1,15.891490884234848
46,avg_grade (-0.54),calculation_accuracy (-0.41),grade_t1 (-0.09),financial_logic (+0.80),overall_level (+0.40),practice_intensity (+0.10),14.4,14.01440685110555
47,practice_intensity (-0.11),avg_grade (-0.11),grade_t1 (-0.05),overall_level (+2.02),financial_logic (+0.92),calculation_accuracy (+0.62),18.1,17.28450833333334
48,overall_level (-1.02),calculation_accuracy (-0.36),practice_intensity (-0.21),avg_grade (+0.77),financial_logic (+0.35),table_handling (+0.22),14.7,13.884332646520145
49,table_handling (-0.17),confidence (-0.03),consistency (-0.02),overall_level (+2.73),avg_grade (+1.00),calculation_accuracy (+0.48),19.3,18.87332380952382
50,calculation_accuracy (-0.48),financial_logic (-0.20),execution_speed (-0.06),overall_level (+0.57),table_handling (+0.09),grade_t3 (+0.06),15.3,13.604857899458922
51,calculation_accuracy (-0.63),avg_grade (-0.32),execution_speed (-0.09),overall_level (+0.55),financial_logic (+0.06),table_handling (+0.06),13.8,13.418633665701137
52,overall_level (-2.22),calculation_accuracy (-0.60),avg_grade (-0.46),financial_logic (+0.71),practice_intensity (+0.19),bac_practiced (+0.07),10.5,10.329888095238093
53,overall_level (-1.68),avg_grade (-0.33),confidence (-0.07),financial_logic (+0.61),calculation_accuracy (+0.44),table_handling (+0.31),14.3,13.193285469128567
54,grade_t1 (-0.07),grade_trend (-0.05),table_handling (-0.04),overall_level (+2.06),calculation_accuracy (+0.52),practice_intensity (+0.39),18.9,17.254671123321124
55,avg_grade (-0.63),calculation_accuracy (-0.45),grade_t3 (-0.24),overall_level (+0.43),practice_intensity (+0.15),study_hours (+0.06),12.7,12.896558186055223
56,financial_logic (-0.45),study_hours (-0.12),practice_intensity (-0.06),calculation_accuracy (+0.56),overall_level (+0.53),avg_grade (+0.25),15.1,14.584620834729451
57,execution_speed (-0.11),study_hours (-0.05),practice_intensity (-0.04),overall_level (+1.18),calculation_accuracy (+0.94),avg_grade (+0.92),18.1,17.81158888888889
58,practice_intensity (-0.10),confidence (-0.03),study_quality (-0.03),overall_level (+1.68),financial_logic (+0.91),avg_grade (+0.35),17.4,17.163056189398834
59,avg_grade (-0.52),calculation_accuracy (-0.41),table_handling (-0.18),overall_level (+0.30),grade_t3 (+0.10),execution_speed (+0.09),12.5,13.022908921152114
60,avg_grade (-0.58),financial_logic (-0.51),table_handling (-0.13),calculation_accuracy (+0.33),overall_level (+0.23),mock_exams (+0.08),14.4,12.998894251138616
61,calculation_accuracy (-0.36),study_hours (-0.12),study_quality (-0.04),financial_logic (+0.67),avg_grade (+0.42),overall_level (+0.17),15.3,14.956830183340049
62,overall_level (-3.01),calculation_accuracy (-0.84),avg_grade (-0.70),cost_block (+0.12),confidence (+0.09),bac_practiced (+0.01),6.8,7.599166666666673
63,practice_intensity (-0.23),table_handling (-0.10),bac_practiced (-0.04),overall_level (+1.92),calculation_accuracy (+0.45),grade_t2 (+0.12),14.1,15.980259835459044
64,financial_logic (-0.64),avg_grade (-0.60),calculation_accuracy (-0.33),overall_level (+0.76),loan_block (+0.02),stress (+0.01),13.5,12.227748754719276
65,overall_level (-0.84),grade_t1 (-0.06),avg_grade (-0.06),table_handling (+0.20),financial_logic (+0.18),practice_intensity (+0.17),15.8,13.819403125134034
66,mock_exams (-0.07),gestion_imbalance (-0.05),financial_block (-0.01),avg_grade (+1.02),overall_level (+0.45),calculation_accuracy (+0.40),17.1,17.02559428904428
67,overall_level (-3.23),calculation_accuracy (-0.64),avg_grade (-0.64),bac_practiced (+0.11),study_hours (+0.01),grade_trend (+0.00),6.7,7.273295238095241
68,overall_level (-1.15),calculation_accuracy (-0.50),avg_grade (-0.38),financial_logic (+0.44),grade_t3 (+0.12),bac_practiced (+0.05),12.9,12.243868974587397
69,avg_grade (-0.43),calculation_accuracy (-0.43),financial_logic (-0.20),overall_level (+0.24),cost_block (+0.03),financial_block (+0.02),11.8,12.769446759479772
70,overall_level (-0.87),avg_grade (-0.44),financial_logic (-0.41),practice_intensity (+0.12),weekly_exercises (+0.08),cost_block (+0.07),10.8,11.47880085470085
71,calculation_accuracy (-0.34),weekly_exercises (-0.09),execution_speed (-0.07),financial_logic (+0.13),overall_level (+0.10),grade_t3 (+0.10),13.4,13.234773388853212
72,overall_level (-0.59),avg_grade (-0.47),grade_t3 (-0.21),financial_logic (+0.31),table_handling (+0.20),execution_speed (+0.07),14.3,12.822561820672583
73,confidence (-0.05),financial_block (-0.05),study_quality (-0.03),overall_level (+0.97),financial_logic (+0.61),avg_grade (+0.45),18.0,16.887386349206356
74,calculation_accuracy (-0.24),avg_grade (-0.08),execution_speed (-0.06),overall_level (+0.28),financial_logic (+0.14),weekly_exercises (+0.06),12.9,13.692659950508022
75,calculation_accuracy (-0.18),avg_grade (-0.09),grade_t1 (-0.05),overall_level (+0.28),financial_logic (+0.12),weekly_exercises (+0.06),14.8,13.970561319416454
76,avg_grade (-0.75),financial_logic (-0.39),grade_t1 (-0.12),overall_level (+1.16),calculation_accuracy (+0.48),weekly_exercises (+0.06),12.6,13.929608049492572
77,overall_level (-0.88),financial_logic (-0.67),calculation_accuracy (-0.34),table_handling (+0.20),grade_t2 (+0.14),grade_t3 (+0.10),11.3,12.24820481324232
78,financial_logic (-0.39),grade_t1 (-0.06),avg_grade (-0.05),calculation_accuracy (+0.70),overall_level (+0.48),bac_practiced (+0.04),14.8,14.364656762187142
79,cost_block (-0.16),study_hours (-0.11),mock_exams (-0.07),avg_grade (+0.77),calculation_accuracy (+0.77),grade_t3 (+0.27),17.7,15.513586520865148
80,overall_level (-1.29),calculation_accuracy (-0.25),practice_intensity (-0.11),financial_logic (+0.36),avg_grade (+0.32),grade_t3 (+0.20),14.3,13.078269120231619
81,study_hours (-0.13),financial_logic (-0.10),practice_intensity (-0.05),overall_level (+0.27),avg_grade (+0.20),grade_t3 (+0.12),12.8,14.047320832859679
82,avg_grade (-0.24),grade_t1 (-0.04),table_handling (-0.03),calculation_accuracy (+0.71),overall_level (+0.35),consistency (+0.08),14.6,14.732176148274652
83,avg_grade (-0.72),calculation_accuracy (-0.48),grade_t1 (-0.11),overall_level (+0.52),study_hours (+0.06),execution_speed (+0.04),13.8,13.08088489469508
84,avg_grade (-0.45),practice_intensity (-0.32),grade_t2 (-0.11),overall_level (+1.93),calculation_accuracy (+0.27),financial_block (+0.04),14.3,14.78644097376201
85,execution_speed (-0.09),practice_intensity (-0.08),consistency (-0.04),overall_level (+0.75),financial_logic (+0.26),calculation_accuracy (+0.25),16.3,15.260869797496856
86,avg_grade (-0.27),table_handling (-0.19),grade_t1 (-0.12),overall_level (+0.74),grade_t3 (+0.06),financial_block (+0.05),15.3,13.801715250234361
87,overall_level (-1.30),financial_logic (-0.54),financial_block (-0.07),calculation_accuracy (+0.72),table_handling (+0.20),grade_t3 (+0.13),13.0,13.198651867495252
88,overall_level (-0.73),calculation_accuracy (-0.27),mock_exams (-0.04),financial_logic (+0.33),grade_t3 (+0.06),avg_grade (+0.04),13.0,13.215618582983758
89,avg_grade (-0.39),table_handling (-0.17),grade_t2 (-0.09),overall_level (+1.62),practice_intensity (+0.32),weekly_exercises (+0.07),15.0,15.159530692918189
90,overall_level (-2.24),avg_grade (-0.91),calculation_accuracy (-0.71),loan_block (+0.11),practice_intensity (+0.03),confidence (+0.03),6.4,8.359916666666669
91,overall_level (-1.54),avg_grade (-0.44),grade_t3 (-0.20),financial_logic (+0.40),study_quality (+0.15),calculation_accuracy (+0.11),9.2,12.160191840675665
92,practice_intensity (-0.20),avg_grade (-0.08),financial_block (-0.08),calculation_accuracy (+0.46),overall_level (+0.40),table_handling (+0.03),14.4,14.191815272916733
93,practice_intensity (-0.11),gestion_imbalance (-0.08),confidence (-0.04),overall_level (+2.09),financial_logic (+0.82),calculation_accuracy (+0.23),18.5,17.29364047619047
94,practice_intensity (-0.07),mock_exams (-0.07),study_hours (-0.05),overall_level (+0.84),calculation_accuracy (+0.78),avg_grade (+0.39),16.4,15.946035647199476
95,avg_grade (-0.53),calculation_accuracy (-0.30),grade_t3 (-0.18),overall_level (+0.26),financial_logic (+0.21),practice_intensity (+0.06),11.6,12.970576357989442
96,overall_level (-2.75),financial_logic (-0.56),avg_grade (-0.41),grade_t2 (+0.07),grade_t1 (+0.06),weekly_exercises (+0.04),13.1,9.130550000000003
97,practice_intensity (-0.17),avg_grade (-0.17),financial_logic (-0.10),overall_level (+1.72),calculation_accuracy (+0.24),grade_t2 (+0.07),13.2,15.355425323511612
98,overall_level (-0.69),avg_grade (-0.42),calculation_accuracy (-0.33),financial_logic (+0.70),table_handling (+0.10),study_hours (+0.05),13.0,12.6866576044054
99,calculation_accuracy (-0.30),execution_speed (-0.18),cost_block (-0.02),avg_grade (+1.04),overall_level (+0.78),practice_intensity (+0.19),17.3,16.15265248156986
