student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
52,ethics_chapter (-0.16),avg_grade (-0.13),practice_intensity (-0.13),overall_philo (+0.81),study_method (+0.08),grade_t1 (+0.06),12.4,13.075675793650793
53,overall_philo (-1.30),doctrines_chapter (-0.16),ethics_chapter (-0.09),practice_intensity (+0.19),logic_chapter (+0.09),essay_structure (+0.07),11.3,11.529502485324274
54,overall_philo (-1.35),practice_intensity (-0.27),science_philosophy_chapter (-0.17),ethics_chapter (+0.16),grade_t2 (+0.10),logic_chapter (+0.08),10.8,11.103202930402924
55,doctrines_chapter (-0.08),study_method (-0.06),essay_structure (-0.05),overall_philo (+3.76),logic_chapter (+0.09),avg_grade (+0.09),17.3,16.74542001420152
56,practice_intensity (-0.14),science_philosophy_chapter (-0.11),doctrines_chapter (-0.04),overall_philo (+0.99),avg_grade (+0.12),grade_t1 (+0.07),13.3,14.07561331168831
57,thinking_composite (-0.05),stress_level (-0.03),essay_structure (-0.02),overall_philo (+3.77),practice_intensity (+0.13),avg_grade (+0.11),19.8,17.267342102535203
58,ethics_chapter (-0.12),avg_grade (-0.12),logic_chapter (-0.11),overall_philo (+0.71),practice_intensity (+0.13),philo_imbalance (+0.06),12.9,13.411902206127204
59,overall_philo (-1.04),practice_intensity (-0.09),past_exams (-0.06),ethics_chapter (+0.23),grade_t2 (+0.09),logic_chapter (+0.08),13.2,11.957363789682542
60,methodology_composite (-0.20),logic_chapter (-0.06),ethics_chapter (-0.04),overall_philo (+3.85),essay_structure (+0.32),avg_grade (+0.10),16.2,17.099150025412982
61,overall_philo (-0.53),logic_chapter (-0.10),ethics_chapter (-0.08),doctrines_chapter (+0.10),practice_intensity (+0.08),conceptual_understanding (+0.06),11.2,12.501532358583443
62,practice_intensity (-0.14),ethics_chapter (-0.11),doctrines_chapter (-0.09),overall_philo (+0.80),study_method (+0.10),study_quality (+0.05),11.5,13.017080128205128
63,overall_philo (-0.61),doctrines_chapter (-0.11),essays_written_week (-0.07),ethics_chapter (+0.29),practice_intensity (+0.11),science_philosophy_chapter (+0.08),12.0,12.651327184409794
64,argument_strength (-0.04),use_of_examples (-0.03),comparative_method (-0.01),overall_philo (+1.27),avg_grade (+0.35),grade_t2 (+0.11),16.5,15.112464942900242
65,overall_philo (-3.14),methodology_composite (-0.12),science_philosophy_chapter (-0.09),society_politics_chapter (+0.06),doctrines_chapter (+0.06),interest (+0.01),8.4,9.091380952380952
66,overall_philo (-2.59),dialectical_method (-0.11),logic_chapter (-0.10),argumentative_method (+0.04),logical_reasoning (+0.02),methodology_composite (+0.01),8.1,9.199638095238097
67,practice_intensity (-0.17),avg_grade (-0.17),grade_t2 (-0.11),overall_philo (+0.54),writing_composite (+0.05),problem_chapter (+0.05),12.7,12.513403138528139
68,ethics_chapter (-0.22),avg_grade (-0.09),essay_structure (-0.07),doctrines_chapter (+0.11),logic_chapter (+0.07),overall_philo (+0.07),14.8,12.725033438375347
69,methodology_composite (-0.24),text_analysis_method (-0.03),stress_level (-0.03),overall_philo (+3.56),ethics_chapter (+0.09),avg_grade (+0.09),17.2,16.598561625359626
70,overall_philo (-3.10),logic_chapter (-0.10),practice_intensity (-0.09),dialectical_method (+0.10),doctrines_chapter (+0.09),use_of_examples (+0.02),8.6,9.222137447149214
71,overall_philo (-1.95),science_philosophy_chapter (-0.14),grade_t1 (-0.09),dialectical_method (+0.09),practice_intensity (+0.05),past_exams (+0.05),12.5,10.472463214446375
72,doctrines_chapter (-0.09),essay_structure (-0.05),logic_chapter (-0.04),overall_philo (+3.67),avg_grade (+0.09),science_philosophy_chapter (+0.08),17.8,16.609617568564467
73,overall_philo (-1.32),science_philosophy_chapter (-0.09),ethics_chapter (-0.07),practice_intensity (+0.11),logic_chapter (+0.10),interest (+0.03),11.7,11.630346916288044
74,ethics_chapter (-0.20),logic_chapter (-0.07),study_method (-0.07),overall_philo (+0.24),practice_intensity (+0.19),philo_imbalance (+0.06),12.7,12.971669907869904
75,overall_philo (-2.41),methodology_composite (-0.11),dialectical_method (-0.09),logic_chapter (+0.13),ethics_chapter (+0.08),grade_trend (+0.03),8.3,10.025866806722686
76,overall_philo (-1.69),doctrines_chapter (-0.19),science_philosophy_chapter (-0.16),dialectical_method (+0.11),essays_written_week (+0.06),methodology_composite (+0.05),10.4,10.467671245421245
77,overall_philo (-3.12),grade_t2 (-0.15),methodology_composite (-0.10),critical_thinking (+0.04),interest (+0.04),logic_chapter (+0.04),9.3,9.136093832593833
78,logic_chapter (-0.04),past_exams (-0.02),doctrines_chapter (-0.02),overall_philo (+4.48),avg_grade (+0.08),methodology_composite (+0.07),18.3,17.791036011395438
79,overall_philo (-3.12),science_philosophy_chapter (-0.09),methodology_composite (-0.07),grade_t2 (+0.05),doctrines_chapter (+0.04),use_of_examples (+0.03),8.5,9.377966045451492
80,logic_chapter (-0.06),doctrines_chapter (-0.06),study_method (-0.04),overall_philo (+3.07),methodology_composite (+0.11),avg_grade (+0.11),15.9,16.280842683043137
81,ethics_chapter (-0.08),doctrines_chapter (-0.06),science_philosophy_chapter (-0.05),overall_philo (+1.61),avg_grade (+0.26),practice_intensity (+0.14),15.8,15.127728571428575
82,overall_philo (-2.32),science_philosophy_chapter (-0.08),ethics_chapter (-0.08),dialectical_method (+0.21),logic_chapter (+0.04),stress_level (+0.04),8.7,10.415750000000008
83,overall_philo (-1.26),doctrines_chapter (-0.14),ethics_chapter (-0.12),logic_chapter (+0.11),practice_intensity (+0.07),grade_t3 (+0.06),13.0,11.444266448992185
84,science_philosophy_chapter (-0.10),avg_grade (-0.09),text_analysis_method (-0.07),overall_philo (+1.30),grade_t3 (+0.06),grade_t1 (+0.06),14.3,14.026598287385127
85,overall_philo (-0.72),ethics_chapter (-0.18),logic_chapter (-0.15),practice_intensity (+0.23),grade_t2 (+0.10),methodology_composite (+0.09),11.0,12.195763115145716
86,overall_philo (-3.02),science_philosophy_chapter (-0.09),practice_intensity (-0.08),dialectical_method (+0.16),interest (+0.06),logical_reasoning (+0.03),8.8,9.384861639595261
87,avg_grade (-0.09),ethics_chapter (-0.05),problem_chapter (-0.03),overall_philo (+2.66),practice_intensity (+0.13),grade_t3 (+0.09),16.3,15.801029696400965
88,overall_philo (-1.70),practice_intensity (-0.17),logic_chapter (-0.09),argumentative_method (+0.03),use_of_examples (+0.03),science_philosophy_chapter (+0.02),8.6,10.26462132936508
89,methodology_composite (-0.13),grade_t3 (-0.09),avg_grade (-0.08),overall_philo (+2.16),past_exams (+0.07),science_philosophy_chapter (+0.07),16.2,14.640739935064936
90,overall_philo (-1.33),methodology_composite (-0.10),ethics_chapter (-0.09),doctrines_chapter (+0.09),grade_t2 (+0.08),science_philosophy_chapter (+0.08),9.2,11.442844187742075
91,overall_philo (-2.56),methodology_composite (-0.11),logic_chapter (-0.11),science_philosophy_chapter (+0.04),dialectical_method (+0.04),argumentative_method (+0.02),9.6,9.594071546546544
92,avg_grade (-0.10),essay_structure (-0.04),grade_t1 (-0.03),overall_philo (+4.18),practice_intensity (+0.13),ethics_chapter (+0.09),18.4,17.41028129038983
93,overall_philo (-0.91),practice_intensity (-0.28),logic_chapter (-0.13),ethics_chapter (+0.19),doctrines_chapter (+0.08),essay_structure (+0.07),11.2,11.43665386904761
94,doctrines_chapter (-0.08),essay_structure (-0.07),methodology_composite (-0.07),overall_philo (+0.93),avg_grade (+0.12),ethics_chapter (+0.12),12.4,14.044012087912085
95,avg_grade (-0.15),practice_intensity (-0.12),science_philosophy_chapter (-0.11),overall_philo (+1.31),study_method (+0.06),logic_chapter (+0.06),13.8,13.51282544965355
96,overall_philo (-2.45),science_philosophy_chapter (-0.08),methodology_composite (-0.08),grade_t2 (+0.07),study_method (+0.05),dialectical_method (+0.04),9.0,10.152170353769034
97,overall_philo (-0.90),methodology_composite (-0.11),logic_chapter (-0.08),science_philosophy_chapter (+0.15),practice_intensity (+0.04),doctrines_chapter (+0.04),11.5,11.629689404556796
98,overall_philo (-1.13),science_philosophy_chapter (-0.17),doctrines_chapter (-0.12),practice_intensity (+0.20),logic_chapter (+0.07),essays_written_week (+0.06),11.5,11.543805311355309
99,avg_grade (-0.14),grade_t2 (-0.12),ethics_chapter (-0.11),overall_philo (+0.77),practice_intensity (+0.16),methodology_composite (+0.05),12.2,13.218481480529272
