student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
64,economics_composite (-0.18),management_composite (-0.16),eco_avg_grade (-0.13),economic_skills_composite (+0.23),structured_answer (+0.05),financing (+0.03),13.5,13.077150863716431
65,economics_composite (-0.31),eco_grade_t3 (-0.08),study_quality (-0.07),economic_skills_composite (+1.06),management_composite (+0.43),situation_analysis (+0.13),15.8,14.839717273306405
66,situation_analysis (-0.10),eco_anxiety (-0.02),situation_strength (-0.02),economics_composite (+1.15),economic_skills_composite (+0.95),eco_avg_grade (+0.55),17.1,17.793833333333335
67,economics_composite (-3.34),economic_skills_composite (-1.33),eco_avg_grade (-0.34),control (+0.04),market_focus (+0.02),imbalance_score (+0.01),6.7,7.459625000000008
68,economics_composite (-0.57),practice_intensity (-0.28),eco_avg_grade (-0.19),economic_skills_composite (+0.08),control (+0.05),money_banking (+0.04),12.9,12.313492175092176
69,economic_skills_composite (-0.77),economics_composite (-0.19),management_composite (-0.13),study_quality (+0.12),study_hours (+0.05),eco_grade_t1 (+0.03),11.8,12.488741012624692
70,economics_composite (-2.42),economic_skills_composite (-1.28),practice_intensity (-0.18),leadership_motivation (+0.54),situation_analysis (+0.05),inflation (+0.05),10.8,10.17329166666666
71,management_composite (-0.13),economics_composite (-0.11),economic_skills_composite (-0.06),eco_grade_t3 (+0.14),practice_intensity (+0.06),psychological_composite (+0.06),13.4,13.736336449858673
72,eco_avg_grade (-0.25),eco_grade_t3 (-0.19),situation_analysis (-0.14),management_composite (+0.35),practice_intensity (+0.14),study_quality (+0.07),14.3,13.330544219574717
73,exam_stress (-0.05),psychological_composite (-0.05),study_quality (-0.05),economics_composite (+2.28),economic_skills_composite (+0.79),management_composite (+0.29),18.0,17.36517948717948
74,economic_skills_composite (-0.89),management_composite (-0.12),situation_analysis (-0.08),economics_composite (+0.10),eco_avg_grade (+0.08),study_quality (+0.08),12.9,12.744897831035042
75,economics_composite (-0.15),management_composite (-0.09),situation_analysis (-0.05),economic_skills_composite (+0.18),practice_intensity (+0.06),psychological_composite (+0.05),14.8,13.702483479622785
76,economic_skills_composite (-1.22),eco_avg_grade (-0.18),management_composite (-0.07),economics_composite (+1.09),practice_intensity (+0.14),study_quality (+0.10),12.6,13.623123423308716
77,economics_composite (-1.89),management_composite (-0.13),study_quality (-0.07),economic_skills_composite (+0.60),eco_avg_grade (+0.20),practice_intensity (+0.11),11.3,12.65607122746534
78,management_composite (-0.10),economics_composite (-0.09),money_banking (-0.04),economic_skills_composite (+0.22),market_mechanisms (+0.08),study_hours (+0.06),14.8,13.874165135775312
79,economic_skills_composite (-1.06),graph_interpretation (-0.15),economics_composite (-0.10),eco_avg_grade (+0.30),eco_grade_t3 (+0.16),practice_intensity (+0.15),17.7,13.49769077964518
80,economics_composite (-0.60),practice_intensity (-0.22),management_composite (-0.11),eco_grade_t3 (+0.24),eco_avg_grade (+0.19),eco_grade_t1 (+0.06),14.3,13.156857761093693
81,economics_composite (-0.16),management_composite (-0.15),study_quality (-0.12),eco_avg_grade (+0.16),economic_skills_composite (+0.14),eco_grade_t3 (+0.13),12.8,13.52819853086668
82,eco_avg_grade (-0.13),structured_answer (-0.04),eco_grade_t2 (-0.04),economics_composite (+0.36),economic_skills_composite (+0.25),management_composite (+0.21),14.6,14.436315080360407
83,eco_avg_grade (-0.26),management_composite (-0.12),eco_grade_t3 (-0.10),economic_skills_composite (+0.43),graph_interpretation (+0.06),psychological_composite (+0.05),13.8,13.47330908120722
84,eco_avg_grade (-0.27),eco_grade_t2 (-0.14),practice_intensity (-0.13),economics_composite (+1.81),financing (+0.04),consistency (+0.04),14.3,14.565930405387519
85,management_composite (-0.12),economic_skills_composite (-0.12),practice_intensity (-0.08),economics_composite (+1.93),eco_grade_t2 (+0.21),situation_analysis (+0.04),16.3,15.594341262658912
86,management_composite (-0.12),economics_composite (-0.12),eco_avg_grade (-0.11),economic_skills_composite (+0.36),study_quality (+0.06),structured_answer (+0.04),15.3,13.526658011080272
87,economics_composite (-0.21),management_composite (-0.12),psychological_composite (-0.06),economic_skills_composite (+0.46),practice_intensity (+0.14),market_mechanisms (+0.12),13.0,14.002971436671007
88,economic_skills_composite (-0.77),economics_composite (-0.27),management_composite (-0.10),eco_avg_grade (+0.12),bac_exams_practiced (+0.07),eco_grade_t1 (+0.06),13.0,12.614196883306295
89,eco_avg_grade (-0.16),eco_grade_t2 (-0.03),money_banking (-0.02),economic_skills_composite (+0.49),management_composite (+0.48),practice_intensity (+0.07),15.0,14.966172236097236
90,economics_composite (-3.07),economic_skills_composite (-1.64),eco_avg_grade (-0.38),financing (+0.08),bac_exams_practiced (+0.05),study_hours (+0.02),6.4,7.568751190476194
91,economics_composite (-0.57),eco_avg_grade (-0.27),eco_grade_t3 (-0.19),economic_skills_composite (+0.21),graph_interpretation (+0.05),psychological_composite (+0.04),9.2,12.230147948195595
92,economics_composite (-0.24),management_composite (-0.13),study_hours (-0.10),economic_skills_composite (+0.09),practice_intensity (+0.08),market_mechanisms (+0.07),14.4,13.101504116424914
93,management_composite (-0.08),psychological_composite (-0.06),exam_stress (-0.03),economics_composite (+2.43),economic_skills_composite (+0.84),eco_grade_t2 (+0.13),18.5,17.179446153846154
94,situation_analysis (-0.04),psychological_composite (-0.04),analysis_confidence (-0.04),economics_composite (+1.85),economic_skills_composite (+0.24),management_composite (+0.23),16.4,16.607075641025638
95,economic_skills_composite (-1.13),eco_avg_grade (-0.14),eco_grade_t3 (-0.14),economics_composite (+0.12),leadership_motivation (+0.11),practice_intensity (+0.10),11.6,12.59738248085248
96,economics_composite (-3.35),economic_skills_composite (-1.35),eco_avg_grade (-0.23),structured_answer (+0.03),eco_grade_t1 (+0.03),unemployment (+0.01),13.1,7.995200000000007
97,eco_avg_grade (-0.12),management_composite (-0.11),situation_analysis (-0.07),economics_composite (+1.72),eco_grade_t2 (+0.10),practice_intensity (+0.08),13.2,15.411151437376278
98,eco_avg_grade (-0.28),economics_composite (-0.18),management_composite (-0.17),economic_skills_composite (+0.44),practice_intensity (+0.08),study_quality (+0.07),13.0,13.421951017887103
99,management_composite (-0.09),communication (-0.07),money_banking (-0.06),economics_composite (+2.16),economic_skills_composite (+1.21),eco_avg_grade (+0.42),17.3,18.121621054776423
