student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
31,methodology_composite (-1.21),historical_memory (-0.09),document_analysis_method (-0.08),knowledge_composite (+0.42),avg_grade (+0.21),history_part_structure (+0.18),13.6,13.827179898786362
32,memory_composite (-0.25),geography_part_structure (-0.17),historical_memory (-0.16),knowledge_composite (+0.35),methodology_composite (+0.21),development_knowledge (+0.07),13.5,13.728688507838633
33,historical_memory (-0.09),consistency (-0.07),figures_memory (-0.04),methodology_composite (+2.38),knowledge_composite (+1.20),avg_grade (+0.22),19.3,17.949023809523812
34,memory_composite (-0.23),knowledge_composite (-0.19),history_part_structure (-0.13),grade_t2 (+0.15),methodology_composite (+0.09),geography_part_structure (+0.09),15.2,13.454645579224694
35,memory_composite (-0.12),figures_memory (-0.06),geography_knowledge (-0.06),methodology_composite (+2.55),knowledge_composite (+1.14),dates_memory (+0.10),17.2,17.6219
36,methodology_composite (-1.06),knowledge_composite (-0.96),memory_composite (-0.39),historical_memory (+0.09),history_part_structure (+0.08),essay_method (+0.07),11.7,10.9682155136502
37,methodology_composite (-0.33),dates_memory (-0.06),memory_composite (-0.05),knowledge_composite (+0.76),historical_memory (+0.26),avg_grade (+0.24),15.7,15.117383423243421
38,methodology_composite (-0.85),memory_composite (-0.09),dates_memory (-0.07),knowledge_composite (+0.28),history_part_structure (+0.14),historical_memory (+0.13),14.6,13.409588782856929
39,map_stats_method (-0.08),avg_grade (-0.03),memorization_frequency (-0.03),methodology_composite (+2.36),knowledge_composite (+0.99),memory_composite (+0.64),18.9,18.213333333333328
40,avg_grade (-0.03),hg_imbalance (-0.01),consistency (-0.01),methodology_composite (+2.62),knowledge_composite (+1.17),history_part_structure (+0.18),18.4,18.202887903225804
41,methodology_composite (-1.34),memory_composite (-0.29),dates_memory (-0.11),knowledge_composite (+0.40),history_part_structure (+0.18),avg_grade (+0.13),14.2,12.99947277167426
42,methodology_composite (-1.25),memory_composite (-0.51),knowledge_composite (-0.24),history_part_structure (+0.14),historical_memory (+0.06),decolonization_knowledge (+0.05),10.1,11.597693274221543
43,geography_knowledge (-0.06),history_part_structure (-0.06),study_hours (-0.06),methodology_composite (+2.63),knowledge_composite (+1.22),avg_grade (+0.29),19.4,18.916249999999998
44,knowledge_composite (-0.96),methodology_composite (-0.84),history_part_structure (-0.17),geography_part_structure (+0.17),essay_method (+0.10),dates_memory (+0.04),11.0,11.152736982461981
45,dates_memory (-0.07),cold_war_knowledge (-0.06),figures_memory (-0.06),methodology_composite (+2.13),geography_knowledge (+0.13),memory_composite (+0.12),17.1,16.113760151227574
46,avg_grade (-0.14),history_part_structure (-0.08),grade_t3 (-0.08),knowledge_composite (+1.31),memory_composite (+0.14),dates_memory (+0.10),14.4,15.326417736076554
47,avg_grade (-0.10),history_part_structure (-0.06),figures_memory (-0.06),methodology_composite (+2.50),knowledge_composite (+1.18),memory_composite (+0.37),18.1,18.0635238095238
48,methodology_composite (-0.76),knowledge_composite (-0.19),document_analysis_method (-0.13),history_part_structure (+0.24),avg_grade (+0.24),grade_t3 (+0.14),14.7,13.51606192754614
49,memory_composite (-0.08),history_part_structure (-0.05),figures_memory (-0.05),methodology_composite (+2.58),knowledge_composite (+1.30),avg_grade (+0.19),19.3,18.157000000000004
50,study_quality (-0.14),historical_memory (-0.11),dates_memory (-0.06),document_analysis_method (+0.05),economic_powers_knowledge (+0.05),knowledge_composite (+0.04),15.3,13.457168269870659
51,historical_memory (-0.14),avg_grade (-0.11),knowledge_composite (-0.09),history_part_structure (+0.07),study_quality (+0.06),methodology_composite (+0.06),13.8,13.66430398739246
52,methodology_composite (-1.54),geography_part_structure (-0.32),historical_memory (-0.16),knowledge_composite (+0.45),dates_memory (+0.06),decolonization_knowledge (+0.05),10.5,11.549509658794058
53,methodology_composite (-0.99),history_part_structure (-0.18),avg_grade (-0.09),memory_composite (+0.38),knowledge_composite (+0.35),geography_part_structure (+0.11),14.3,13.354918724892018
54,history_part_structure (-0.09),figures_memory (-0.06),avg_grade (-0.06),methodology_composite (+2.44),knowledge_composite (+1.28),memory_composite (+0.15),18.9,17.9109
55,avg_grade (-0.16),memory_composite (-0.14),historical_memory (-0.13),knowledge_composite (+0.37),bac_exams_practiced (+0.05),algeria_history_knowledge (+0.04),12.7,13.200284891270746
56,dates_memory (-0.13),methodology_composite (-0.08),algeria_history_knowledge (-0.08),historical_memory (+0.25),history_part_structure (+0.10),knowledge_composite (+0.09),15.1,14.116064372164685
57,essay_method (-0.06),map_stats_method (-0.03),figures_memory (-0.03),memory_composite (+0.69),historical_memory (+0.29),knowledge_composite (+0.24),18.1,16.07464841269841
58,knowledge_composite (-0.10),cold_war_knowledge (-0.08),history_part_structure (-0.04),methodology_composite (+2.38),memory_composite (+0.73),dates_memory (+0.12),17.4,17.255699212749615
59,memory_composite (-0.16),historical_memory (-0.12),avg_grade (-0.10),methodology_composite (+0.12),history_part_structure (+0.11),grade_t3 (+0.06),12.5,13.507989078013734
60,memory_composite (-0.24),dates_memory (-0.11),avg_grade (-0.10),knowledge_composite (+0.14),historical_memory (+0.09),bac_exams_practiced (+0.06),14.4,13.474879487736509
61,methodology_composite (-0.18),historical_memory (-0.08),development_knowledge (-0.04),memory_composite (+0.25),knowledge_composite (+0.15),history_part_structure (+0.13),15.3,14.504589419349283
62,methodology_composite (-3.57),knowledge_composite (-0.97),memory_composite (-0.23),history_part_structure (+0.28),geography_knowledge (+0.27),consistency (+0.03),6.8,8.355833333333333
63,knowledge_composite (-0.09),cold_war_knowledge (-0.06),decolonization_knowledge (-0.04),methodology_composite (+1.45),essay_method (+0.18),historical_memory (+0.16),14.1,15.76485824815707
64,methodology_composite (-0.76),dates_memory (-0.11),avg_grade (-0.11),development_knowledge (+0.09),geography_knowledge (+0.08),essay_method (+0.05),13.5,12.533094339128986
65,memory_composite (-0.29),dates_memory (-0.12),geography_knowledge (-0.11),methodology_composite (+2.02),knowledge_composite (+1.25),history_part_structure (+0.12),15.8,16.296512121212128
66,memorization_frequency (-0.05),essay_method (-0.04),development_knowledge (-0.03),methodology_composite (+1.92),knowledge_composite (+0.98),avg_grade (+0.35),17.1,17.92646666666667
67,methodology_composite (-3.78),knowledge_composite (-0.95),memory_composite (-0.36),argumentation_skill (+0.02),stress_level (+0.01),study_hours (+0.01),6.7,7.259555555555559
68,history_part_structure (-0.20),methodology_composite (-0.18),historical_memory (-0.16),dates_memory (+0.06),study_quality (+0.04),grade_trend (+0.04),12.9,12.578326716882188
69,methodology_composite (-1.07),knowledge_composite (-0.19),memory_composite (-0.12),document_analysis_method (+0.06),bac_exams_practiced (+0.04),study_quality (+0.03),11.8,12.148389811438285
70,methodology_composite (-1.55),knowledge_composite (-0.37),memory_composite (-0.36),geography_knowledge (+0.07),document_analysis_method (+0.07),grade_t1 (+0.04),10.8,10.961702697871209
71,knowledge_composite (-0.59),memory_composite (-0.12),historical_memory (-0.09),methodology_composite (+0.19),document_analysis_method (+0.11),grade_t3 (+0.10),13.4,13.550682565282735
72,avg_grade (-0.18),grade_t3 (-0.14),methodology_composite (-0.14),history_part_structure (+0.13),memory_composite (+0.12),geography_part_structure (+0.11),14.3,13.364113488748291
73,history_part_structure (-0.11),consistency (-0.07),study_quality (-0.06),methodology_composite (+2.66),knowledge_composite (+1.13),memory_composite (+0.40),18.0,18.036000000000005
74,methodology_composite (-0.99),history_part_structure (-0.18),knowledge_composite (-0.15),memory_composite (+0.19),avg_grade (+0.08),grade_t1 (+0.05),12.9,12.538171016410491
75,methodology_composite (-0.09),avg_grade (-0.07),development_knowledge (-0.05),history_part_structure (+0.07),study_quality (+0.06),knowledge_composite (+0.06),14.8,13.62942262734756
76,knowledge_composite (-0.39),avg_grade (-0.14),dates_memory (-0.09),historical_memory (+0.21),history_part_structure (+0.13),document_analysis_method (+0.07),12.6,13.550102694240184
77,methodology_composite (-1.17),memory_composite (-0.36),historical_memory (-0.13),knowledge_composite (+0.32),avg_grade (+0.08),history_part_structure (+0.07),11.3,12.511738360023807
78,avg_grade (-0.11),dates_memory (-0.09),memory_composite (-0.09),methodology_composite (+1.13),historical_memory (+0.18),bac_exams_practiced (+0.08),14.8,14.822662565790333
79,memory_composite (-0.22),geography_knowledge (-0.11),algeria_history_knowledge (-0.06),methodology_composite (+0.22),historical_memory (+0.20),avg_grade (+0.18),17.7,14.309596959703828
80,knowledge_composite (-0.70),memory_composite (-0.25),history_part_structure (-0.16),avg_grade (+0.15),methodology_composite (+0.15),grade_t3 (+0.11),14.3,12.982142112509395
81,methodology_composite (-0.63),memory_composite (-0.08),bac_exams_practiced (-0.05),geography_part_structure (+0.10),grade_t3 (+0.10),avg_grade (+0.07),12.8,13.378399757878006
82,avg_grade (-0.16),geography_part_structure (-0.08),knowledge_composite (-0.07),methodology_composite (+1.11),historical_memory (+0.19),decolonization_knowledge (+0.05),14.6,14.575197286648155
83,avg_grade (-0.14),historical_memory (-0.12),grade_t1 (-0.10),knowledge_composite (+0.32),methodology_composite (+0.18),study_quality (+0.06),13.8,13.983875306781204
84,knowledge_composite (-0.22),avg_grade (-0.14),geography_part_structure (-0.10),methodology_composite (+1.49),essay_method (+0.17),memory_composite (+0.10),14.3,15.091369318002553
85,methodology_composite (-0.16),argumentation_skill (-0.04),development_knowledge (-0.03),memory_composite (+0.51),knowledge_composite (+0.13),grade_t2 (+0.12),16.3,14.855772786015912
86,memory_composite (-0.12),avg_grade (-0.11),historical_memory (-0.06),methodology_composite (+0.14),knowledge_composite (+0.08),development_knowledge (+0.06),15.3,13.75701066484128
87,methodology_composite (-0.62),document_analysis_method (-0.10),dates_memory (-0.08),knowledge_composite (+0.27),historical_memory (+0.25),history_part_structure (+0.16),13.0,13.820460592952683
88,methodology_composite (-1.93),geography_part_structure (-0.21),historical_memory (-0.08),history_part_structure (+0.31),memory_composite (+0.09),avg_grade (+0.09),13.0,11.967381507381505
89,memory_composite (-0.34),avg_grade (-0.14),dates_memory (-0.09),methodology_composite (+2.42),knowledge_composite (+1.31),essay_method (+0.12),15.0,17.00986290322581
90,methodology_composite (-2.76),knowledge_composite (-1.10),memory_composite (-0.43),history_part_structure (+0.18),essay_method (+0.15),bac_exams_practiced (+0.02),6.4,8.402000000000003
91,methodology_composite (-1.41),history_part_structure (-0.21),avg_grade (-0.16),knowledge_composite (+0.47),algeria_history_knowledge (+0.05),dates_memory (+0.03),9.2,11.939345695121872
92,knowledge_composite (-0.44),methodology_composite (-0.19),document_analysis_method (-0.14),historical_memory (+0.13),history_part_structure (+0.09),development_knowledge (+0.08),14.4,13.104975206084207
93,history_part_structure (-0.09),study_quality (-0.04),historical_memory (-0.02),methodology_composite (+2.37),memory_composite (+0.27),dates_memory (+0.13),18.5,16.865892525926448
94,figures_memory (-0.07),knowledge_composite (-0.05),decolonization_knowledge (-0.04),methodology_composite (+2.07),memory_composite (+0.24),historical_memory (+0.17),16.4,16.46821832096475
95,methodology_composite (-1.94),avg_grade (-0.08),economic_powers_knowledge (-0.07),memory_composite (+0.30),history_part_structure (+0.27),geography_knowledge (+0.15),11.6,12.593062085137086
96,methodology_composite (-3.73),memory_composite (-0.44),knowledge_composite (-0.43),development_knowledge (+0.05),grade_t1 (+0.04),interest_in_subject (+0.03),13.1,8.231250000000008
97,methodology_composite (-0.08),grade_t3 (-0.07),figures_memory (-0.03),history_part_structure (+0.14),grade_t2 (+0.07),historical_memory (+0.06),13.2,14.021006211226855
98,methodology_composite (-0.89),avg_grade (-0.15),historical_memory (-0.14),knowledge_composite (+0.32),geography_part_structure (+0.08),history_part_structure (+0.07),13.0,12.876106587763786
99,map_stats_method (-0.11),dates_memory (-0.10),historical_memory (-0.09),methodology_composite (+1.78),knowledge_composite (+1.17),avg_grade (+0.26),17.3,17.520967532467534
