student_id,weakness_1,weakness_2,weakness_3,strength_1,strength_2,strength_3,actual_score,predicted_score
39,psychological_composite (-0.04),psychological_health (-0.01),formula_mastery (-0.01),chemistry_block (+0.93),phys_avg_grade (+0.82),problem_solving_composite (+0.51),18.9,17.84912472527472
40,psychological_composite (-0.02),imbalance_score (-0.02),physics_anxiety (-0.01),chemistry_block (+0.67),phys_avg_grade (+0.57),problem_solving_composite (+0.31),18.4,16.129237656457107
41,electricity_block (-0.36),electricity (-0.35),chemistry_block (-0.33),phys_avg_grade (+0.53),phys_grade_t2 (+0.14),phys_grade_t3 (+0.10),14.2,12.763280628957453
42,chemistry_block (-1.03),phys_avg_grade (-0.93),electricity (-0.38),problem_solving_composite (+0.17),mechanics (+0.15),phys_grade_t3 (+0.14),10.1,11.244093368271217
43,chemistry_esterification (-0.06),tp_practice (-0.06),None,phys_avg_grade (+1.82),chemistry_block (+0.79),electricity_block (+0.27),19.4,18.53870531135531
44,phys_avg_grade (-1.19),problem_solving_composite (-0.67),phys_grade_t3 (-0.33),electricity_block (+0.18),imbalance_score (+0.16),electricity (+0.15),11.0,10.914164754835802
45,imbalance_score (-0.04),graph_interpretation (-0.04),electricity_block (-0.04),chemistry_block (+0.85),phys_avg_grade (+0.44),problem_solving_composite (+0.37),17.1,16.26624097346938
46,phys_avg_grade (-0.99),mechanics_block (-0.17),mechanics (-0.16),electricity_block (+0.43),electricity (+0.35),problem_solving_composite (+0.24),14.4,13.666375464307862
47,physics_anxiety (-0.03),graph_interpretation (-0.03),tp_practice (-0.00),electricity_block (+0.58),electricity (+0.44),phys_avg_grade (+0.40),18.1,16.71644931245226
48,chemistry_block (-0.54),mechanics (-0.22),mechanics_block (-0.22),phys_avg_grade (+1.18),phys_grade_t3 (+0.15),phys_grade_t2 (+0.14),14.7,13.94346980681374
49,chemistry_general (-0.11),chemistry_esterification (-0.02),problem_solving (-0.01),phys_avg_grade (+1.57),chemistry_block (+0.75),problem_solving_composite (+0.43),19.3,18.32509017094017
50,mechanics (-0.21),mechanics_block (-0.18),electricity_block (-0.10),chemistry_block (+0.76),phys_avg_grade (+0.40),problem_solving (+0.15),15.3,14.2474204590862
51,phys_avg_grade (-0.41),mechanics (-0.24),mechanics_block (-0.21),chemistry_block (+0.50),phys_grade_t3 (+0.11),electricity_block (+0.07),13.8,13.159400302248269
52,phys_avg_grade (-1.30),chemistry_block (-1.17),phys_grade_t3 (-0.36),problem_solving_composite (+0.49),electricity (+0.33),electricity_block (+0.27),10.5,11.164170445134568
53,phys_avg_grade (-1.05),phys_grade_t1 (-0.09),formula_mastery (-0.08),chemistry_block (+0.45),electricity_block (+0.27),electricity (+0.25),14.3,14.058474585187053
54,phys_trend (-0.08),psychological_composite (-0.04),formula_mastery (-0.02),chemistry_block (+0.95),problem_solving_composite (+0.66),phys_avg_grade (+0.62),18.9,17.041159090909094
55,phys_avg_grade (-0.93),phys_grade_t3 (-0.29),mechanics (-0.16),problem_solving_composite (+0.28),chemistry_block (+0.13),graph_interpretation (+0.04),12.7,12.047218486717181
56,chemistry_block (-0.33),electricity (-0.30),electricity_block (-0.25),phys_avg_grade (+0.49),mechanics (+0.24),mechanics_block (+0.18),15.1,14.182291681709332
57,nuclear (-0.07),nuclear_block (-0.05),practice_intensity (-0.02),phys_avg_grade (+1.72),chemistry_block (+0.85),electricity_block (+0.30),18.1,18.106196581196592
58,problem_solving_composite (-0.25),mechanics (-0.08),problem_solving (-0.06),chemistry_block (+0.89),phys_avg_grade (+0.61),electricity_block (+0.40),17.4,15.900445177045171
59,phys_avg_grade (-0.67),mechanics_block (-0.16),mechanics (-0.15),problem_solving_composite (+0.29),phys_grade_t3 (+0.13),problem_solving (+0.10),12.5,13.063771117586045
60,phys_avg_grade (-0.95),chemistry_block (-0.72),electricity (-0.36),problem_solving_composite (+0.29),mechanics_block (+0.15),mechanics (+0.15),14.4,12.099016240890533
61,problem_solving_composite (-0.15),problem_solving (-0.12),chemistry_esterification (-0.08),phys_avg_grade (+0.69),electricity_block (+0.53),electricity (+0.43),15.3,15.631516498646281
62,phys_avg_grade (-1.63),chemistry_block (-0.95),problem_solving_composite (-0.69),chemistry_esterification (+0.06),stream_encoded (+0.03),phys_trend (+0.01),6.8,7.795428571428573
63,problem_solving_composite (-0.43),chemistry_block (-0.19),problem_solving (-0.09),phys_avg_grade (+0.55),mechanics_block (+0.26),mechanics (+0.23),14.1,14.423281349807553
64,phys_avg_grade (-0.86),problem_solving_composite (-0.39),electricity (-0.37),physics_anxiety (+0.10),phys_grade_t3 (+0.10),chemistry_block (+0.10),13.5,12.015451011802663
65,chemistry_block (-0.35),phys_grade_t1 (-0.07),imbalance_score (-0.06),problem_solving_composite (+0.43),phys_avg_grade (+0.23),formula_mastery (+0.21),15.8,14.725907056832055
66,chemistry_block (-0.50),imbalance_score (-0.06),psychological_composite (-0.06),phys_avg_grade (+1.66),problem_solving_composite (+0.35),phys_grade_t3 (+0.31),17.1,16.25058927600176
67,phys_avg_grade (-1.47),chemistry_block (-1.19),problem_solving_composite (-0.66),problem_solving (+0.28),imbalance_score (+0.02),formula_mastery (+0.02),6.7,8.080500000000004
68,phys_avg_grade (-0.78),mechanics_block (-0.24),mechanics (-0.23),problem_solving (+0.24),problem_solving_composite (+0.24),electricity_block (+0.18),12.9,12.89160358938941
69,phys_avg_grade (-0.88),mechanics_block (-0.16),mechanics (-0.15),phys_grade_t3 (+0.06),chemistry_acid_base (+0.06),problem_solving_composite (+0.05),11.8,12.000763342853851
70,phys_avg_grade (-1.03),chemistry_block (-0.35),electricity (-0.33),problem_solving_composite (+0.23),physics_anxiety (+0.18),graph_interpretation (+0.12),10.8,11.442030133974649
71,chemistry_block (-0.41),mechanics (-0.17),mechanics_block (-0.13),phys_avg_grade (+0.26),phys_grade_t3 (+0.10),psychological_composite (+0.08),13.4,13.533965430849827
72,phys_avg_grade (-0.96),phys_grade_t3 (-0.28),phys_grade_t2 (-0.11),chemistry_block (+0.46),problem_solving_composite (+0.27),electricity (+0.15),14.3,13.14978377193295
73,chemistry_acid_base (-0.03),stream_encoded (-0.01),phys_trend (-0.00),phys_avg_grade (+0.89),chemistry_block (+0.82),problem_solving_composite (+0.56),18.0,17.671210101010107
74,problem_solving (-0.19),chemistry_block (-0.14),problem_solving_composite (-0.12),phys_avg_grade (+0.23),chemistry_acid_base (+0.07),electricity_block (+0.07),12.9,13.607410921396633
75,chemistry_block (-0.22),imbalance_score (-0.08),phys_grade_t1 (-0.07),phys_avg_grade (+0.24),problem_solving_composite (+0.11),electricity_block (+0.07),14.8,13.636910578026646
76,phys_avg_grade (-0.92),electricity (-0.20),electricity_block (-0.18),chemistry_block (+0.30),mechanics (+0.27),mechanics_block (+0.25),12.6,13.479356484711046
77,chemistry_block (-0.41),electricity_block (-0.36),electricity (-0.32),phys_avg_grade (+0.37),phys_grade_t3 (+0.10),phys_grade_t2 (+0.10),11.3,12.376635823846314
78,electricity (-0.29),chemistry_block (-0.28),electricity_block (-0.27),mechanics (+0.33),phys_avg_grade (+0.25),mechanics_block (+0.24),14.8,14.466629391197046
79,chemistry_block (-0.76),chemistry_esterification (-0.15),problem_solving (-0.06),phys_avg_grade (+1.18),problem_solving_composite (+0.32),mechanics_block (+0.25),17.7,15.330990541337751
80,chemistry_block (-0.60),mechanics_block (-0.17),mechanics (-0.17),phys_avg_grade (+0.68),phys_grade_t3 (+0.19),phys_grade_t2 (+0.12),14.3,13.797642321689784
81,problem_solving_composite (-0.39),chemistry_block (-0.23),problem_solving (-0.19),phys_avg_grade (+0.58),phys_grade_t3 (+0.12),phys_grade_t1 (+0.06),12.8,13.721210336850206
82,phys_avg_grade (-0.25),chemistry_block (-0.21),formula_mastery (-0.10),mechanics_block (+0.28),mechanics (+0.27),problem_solving_composite (+0.25),14.6,14.0956600677845
83,phys_avg_grade (-0.86),mechanics (-0.20),mechanics_block (-0.18),problem_solving_composite (+0.18),chemistry_block (+0.15),electricity (+0.10),13.8,13.044029664981046
84,problem_solving_composite (-0.49),phys_avg_grade (-0.22),problem_solving (-0.10),chemistry_block (+0.68),phys_grade_t3 (+0.14),mechanics (+0.11),14.3,14.098087679685001
85,problem_solving_composite (-0.13),problem_solving (-0.11),psychological_composite (-0.03),chemistry_block (+0.72),phys_avg_grade (+0.59),phys_grade_t2 (+0.18),16.3,15.497923554124007
86,phys_avg_grade (-0.21),phys_trend (-0.17),phys_grade_t1 (-0.14),phys_grade_t3 (+0.11),formula_mastery (+0.10),psychological_composite (+0.09),15.3,13.275627981577346
87,chemistry_block (-0.48),electricity (-0.37),problem_solving_composite (-0.34),phys_avg_grade (+0.43),mechanics (+0.32),mechanics_block (+0.31),13.0,13.489099845545319
88,chemistry_block (-0.41),problem_solving_composite (-0.40),mechanics_block (-0.19),phys_avg_grade (+0.37),electricity_block (+0.12),phys_grade_t3 (+0.09),13.0,12.87126142061397
89,chemistry_block (-0.35),phys_avg_grade (-0.11),chemistry_general (-0.09),problem_solving_composite (+0.41),graph_interpretation (+0.13),phys_grade_t3 (+0.09),15.0,14.207826021745454
90,phys_avg_grade (-1.80),chemistry_block (-1.24),problem_solving_composite (-0.55),imbalance_score (+0.08),nuclear (+0.08),phys_trend (+0.02),6.4,8.26130637254902
91,phys_avg_grade (-0.94),chemistry_block (-0.70),phys_grade_t3 (-0.32),problem_solving_composite (+0.29),electricity (+0.16),electricity_block (+0.16),9.2,11.945308587001236
92,problem_solving_composite (-0.27),chemistry_block (-0.24),graph_interpretation (-0.07),mechanics (+0.24),mechanics_block (+0.21),formula_mastery (+0.11),14.4,14.173912463778969
93,problem_solving_composite (-0.08),problem_solving (-0.06),mechanics (-0.04),chemistry_block (+0.69),phys_avg_grade (+0.66),electricity_block (+0.45),18.5,16.40705660130719
94,chemistry_block (-0.25),graph_interpretation (-0.05),bac_exams_practiced (-0.04),phys_avg_grade (+0.48),mechanics (+0.28),mechanics_block (+0.25),16.4,14.926943556207616
95,phys_avg_grade (-0.77),problem_solving (-0.27),phys_grade_t3 (-0.20),electricity_block (+0.18),chemistry_block (+0.17),electricity (+0.16),11.6,12.959261952103738
96,chemistry_block (-1.12),phys_avg_grade (-1.10),electricity (-0.36),problem_solving_composite (+0.30),physics_anxiety (+0.09),formula_mastery (+0.09),13.1,10.090419521103895
97,problem_solving_composite (-0.16),psychological_composite (-0.09),physics_anxiety (-0.08),chemistry_block (+0.78),phys_avg_grade (+0.34),phys_grade_t3 (+0.09),13.2,14.455754690691345
98,phys_avg_grade (-1.23),problem_solving_composite (-0.90),phys_grade_t3 (-0.31),electricity_block (+0.31),electricity (+0.27),practice_intensity (+0.11),13.0,11.357961669786661
99,physics_anxiety (-0.10),mechanics_block (-0.10),mechanics (-0.08),phys_avg_grade (+1.75),chemistry_block (+0.80),problem_solving_composite (+0.39),17.3,16.88157817460317
