student_id,gender,region,filiere,reason_for_choice,is_repeater,brevet_avg,brevet_math,brevet_physics,brevet_science,brevet_arabic,brevet_langues,brevet_hfada,as1_avg_global,as1_math,as1_physics,as1_science,as1_arabic,as1_langues,as1_language_avg,as1_hfada,as2_avg_global,as2_math,as2_physics,as2_science,as2_arabic,as2_langues,as2_language_avg,as2_hfada,weekly_study_hours,study_consistency,time_essential_subjects,time_non_essential_subjects,private_tutoring_hours,exam_anxiety,health_state,family_support_score,learning_style,comprehension_speed,focus_level,weak_math,weak_physics,weak_science,weak_arabic,weak_langues,weak_hfada,problem_solving_gap,sleep_hours,stress_level,bac_avg,bac_mention,study_efficiency,grinder_index,time_allocation_ratio,resource_reliance,improvement_momentum,grade_volatility,stress_performance_ratio,sleep_debt,health_stress_index,family_support_strength,weakness_count,subject_balance,filiere_alignment,consistent_weak,efficient_stressed,repeater_penalty,kabylie_boost
1180,M,setif,langues_etrangeres,grades_pressure,1,10.18,10.13,10.0,10.95,10.0,10.0,10.0,8.63,9.06,8.74,9.44,7.41,8.26,7.84,8.89,8.86,8.73,9.21,9.44,8.37,8.58,8.48,8.8,30,0.54,9,21,4,3,2,2,auditory,3,2,0.42,0.39,0.37,0.44,0.43,0.41,0.4,6,5,8.7,echec,0.29,77.09,0.43,0.13,0.22,0.4,0.34,2,20,0.4,0,0.4,0.42,0.0,0.1,1,0
1181,F,annaba,langues_etrangeres,interest,0,10.69,10.0,10.89,11.31,10.0,11.9,10.04,9.7,8.8,9.43,9.94,9.16,11.24,10.2,9.65,10.08,9.45,10.21,10.34,9.86,10.8,10.33,9.85,33,0.38,10,23,0,3,2,2,reading_writing,2,1,0.37,0.32,0.31,0.34,0.28,0.34,0.34,6,4,9.98,echec,0.3,82.2,0.43,0.0,0.38,0.45,0.3,2,16,0.4,0,0.45,0.52,0.0,0.09,0,0
1182,M,other,langues_etrangeres,grades_pressure,1,11.49,11.0,10.85,13.01,11.48,11.03,11.59,10.88,10.0,10.93,11.59,11.36,10.77,11.06,10.64,11.03,11.14,11.56,11.1,11.02,10.64,10.83,10.71,20,0.63,15,5,4,3,3,4,auditory,4,3,0.26,0.23,0.26,0.27,0.29,0.29,0.24,7,2,10.99,passable,0.55,30.93,2.94,0.2,0.14,0.29,0.27,1,6,0.8,0,0.29,0.54,0.0,0.15,1,0
1183,F,constantine,langues_etrangeres,interest,0,10.39,10.06,10.0,11.22,10.0,10.9,10.18,9.28,9.27,8.49,9.52,8.78,10.39,9.59,9.2,9.87,10.24,10.14,9.78,9.42,9.69,9.56,9.96,18,0.42,16,2,4,3,3,3,visual,2,2,0.32,0.32,0.35,0.37,0.35,0.34,0.32,6,5,9.77,echec,0.54,28.13,7.62,0.22,0.6,0.3,0.3,2,15,0.6,0,0.3,0.48,0.0,0.16,0,0
1184,F,other,langues_etrangeres,interest,0,12.89,14.02,14.16,12.09,12.56,12.59,11.93,12.01,12.95,12.37,11.68,11.75,12.02,11.89,11.29,12.28,12.75,12.75,11.29,12.45,12.66,12.56,11.76,12,0.68,6,6,0,3,3,4,practice_based,2,3,0.15,0.15,0.25,0.17,0.16,0.22,0.15,7,4,12.35,assez_bien,1.02,10.7,0.98,0.0,0.27,0.56,0.24,1,12,0.8,0,0.56,0.63,0.0,0.25,0,0
1185,M,setif,langues_etrangeres,interest,0,11.14,10.4,11.52,11.22,11.03,11.65,11.04,10.48,9.42,11.25,10.04,10.78,10.73,10.76,10.66,10.73,10.68,10.97,10.86,10.72,10.31,10.51,10.81,25,0.36,15,10,2,3,3,3,practice_based,2,2,0.29,0.27,0.28,0.29,0.31,0.28,0.28,6,4,10.63,passable,0.42,47.77,1.49,0.08,0.24,0.22,0.28,2,12,0.6,0,0.22,0.53,0.0,0.12,0,0
1186,M,annaba,langues_etrangeres,parents,0,10.23,10.0,10.15,10.34,10.0,10.87,10.03,9.29,8.67,9.26,9.5,8.79,10.17,9.48,9.36,9.97,9.26,10.15,10.14,10.23,10.09,10.16,9.92,25,0.3,17,8,2,3,2,3,visual,1,2,0.38,0.32,0.32,0.32,0.33,0.34,0.35,6,4,10.15,passable,0.4,49.57,2.1,0.08,0.67,0.36,0.29,2,16,0.6,0,0.36,0.51,0.0,0.12,0,0
1187,M,bejaia,langues_etrangeres,friends,0,12.76,11.82,14.44,12.04,12.29,13.69,12.25,12.02,10.67,13.69,11.54,11.67,12.8,12.24,11.73,12.37,11.74,13.39,11.95,12.22,13.07,12.64,11.84,18,0.71,11,7,4,3,3,4,auditory,1,4,0.22,0.11,0.2,0.19,0.13,0.21,0.16,8,4,12.54,passable,0.69,22.7,1.55,0.22,0.35,0.64,0.24,0,12,0.8,0,0.64,0.63,0.0,0.16,0,1
1188,M,setif,langues_etrangeres,interest,0,10.04,10.0,10.0,10.0,10.0,10.22,10.0,9.02,9.25,9.11,8.33,8.65,9.67,9.16,9.07,9.56,10.13,9.49,9.75,9.08,9.89,9.48,9.04,31,0.47,7,24,0,5,2,2,reading_writing,2,1,0.32,0.37,0.35,0.39,0.34,0.4,0.35,6,3,9.65,echec,0.31,75.54,0.29,0.0,0.55,0.36,0.51,2,12,0.4,0,0.36,0.47,0.0,0.16,0,0
1189,F,constantine,langues_etrangeres,parents,0,11.21,11.34,12.85,10.46,12.21,10.06,10.31,10.25,9.51,11.56,9.94,10.47,10.01,10.24,10.0,10.4,10.46,10.71,10.71,10.47,10.12,10.29,9.9,25,0.5,12,13,4,4,3,2,visual,4,3,0.3,0.29,0.29,0.3,0.33,0.34,0.29,7,4,10.06,passable,0.4,49.93,0.92,0.16,0.15,0.22,0.39,1,12,0.4,0,0.22,0.51,0.0,0.16,0,0
1190,M,other,langues_etrangeres,academic_guidance,0,10.37,10.73,11.48,10.0,10.0,10.0,10.0,8.77,9.69,9.11,8.86,7.99,8.0,7.99,8.95,9.46,9.64,10.1,9.8,8.98,8.95,8.97,9.3,34,0.35,5,29,2,5,2,2,reading_writing,2,2,0.36,0.33,0.35,0.4,0.4,0.38,0.34,5,4,9.65,echec,0.28,88.75,0.17,0.06,0.7,0.46,0.51,3,16,0.4,0,0.46,0.45,0.0,0.15,0,0
1191,M,blida,langues_etrangeres,parents,0,10.52,10.82,10.83,10.34,10.0,10.0,11.16,9.31,10.31,9.39,8.33,8.8,8.94,8.87,10.12,9.62,10.53,9.85,9.0,9.47,9.25,9.36,9.63,20,0.34,10,10,0,4,2,3,reading_writing,3,3,0.3,0.34,0.4,0.37,0.38,0.36,0.32,7,4,9.4,echec,0.47,35.23,0.99,0.0,0.31,0.53,0.42,1,16,0.6,0,0.53,0.47,0.0,0.2,0,0
1192,M,tlemcen,langues_etrangeres,academic_guidance,0,11.14,10.64,11.67,10.71,10.94,11.22,11.66,10.5,9.79,11.0,9.98,10.54,10.46,10.5,11.26,11.19,11.32,11.24,11.23,10.95,11.04,10.99,11.36,16,0.74,6,10,4,4,4,3,practice_based,3,3,0.25,0.25,0.25,0.27,0.26,0.24,0.25,8,3,11.04,passable,0.69,20.37,0.59,0.25,0.68,0.14,0.36,0,6,0.6,0,0.14,0.55,0.0,0.25,0,0
1193,M,algiers,langues_etrangeres,interest,0,10.11,10.0,10.66,10.0,10.0,10.0,10.0,8.95,8.41,9.0,8.45,9.71,9.04,9.37,9.11,9.23,8.92,9.61,9.41,9.42,8.99,9.2,9.04,30,0.47,17,13,6,3,2,3,visual,2,1,0.41,0.36,0.37,0.37,0.4,0.4,0.38,6,4,9.18,echec,0.31,74.05,1.3,0.2,0.28,0.26,0.32,2,16,0.6,0,0.26,0.46,0.0,0.1,0,0
1194,F,blida,langues_etrangeres,interest,0,10.03,10.0,10.0,10.0,10.08,10.0,10.07,8.67,8.58,7.72,8.94,9.36,8.14,8.75,9.24,8.91,8.53,8.24,9.46,9.17,8.98,9.08,9.06,30,0.32,13,17,0,3,2,3,reading_writing,3,3,0.43,0.45,0.37,0.39,0.4,0.4,0.44,6,4,8.69,echec,0.29,77.21,0.76,0.0,0.24,0.44,0.34,2,16,0.6,0,0.44,0.45,0.0,0.1,0,0
1195,F,oran,langues_etrangeres,parents,0,10.59,11.15,10.0,11.03,10.0,11.33,10.0,9.29,10.58,8.34,9.96,8.63,9.56,9.1,8.67,9.83,10.21,9.18,10.23,9.83,10.34,10.09,9.23,20,0.42,13,7,0,4,3,3,visual,4,1,0.32,0.39,0.32,0.34,0.31,0.38,0.35,6,4,9.4,echec,0.47,35.24,1.83,0.0,0.54,0.43,0.42,2,12,0.6,0,0.43,0.5,0.0,0.2,0,0
1196,M,oran,langues_etrangeres,grades_pressure,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7.88,7.96,7.83,8.26,7.81,7.89,7.85,7.54,8.49,7.99,8.89,8.59,8.07,8.71,8.39,8.67,27,0.51,9,18,0,4,3,2,reading_writing,3,3,0.47,0.41,0.43,0.46,0.42,0.42,0.44,6,3,8.73,echec,0.32,63.94,0.5,0.0,0.61,0.36,0.45,2,9,0.4,0,0.36,0.42,0.0,0.15,0,0
1197,M,tizi_ouzou,langues_etrangeres,academic_guidance,0,13.41,12.36,13.14,13.31,14.0,14.12,13.54,12.54,11.96,12.21,11.52,13.38,13.51,13.44,12.65,13.05,13.04,12.52,12.53,13.6,13.74,13.67,12.86,17,0.51,15,2,0,4,3,3,auditory,3,4,0.13,0.17,0.16,0.09,0.08,0.14,0.15,6,3,12.95,assez_bien,0.76,19.83,7.14,0.0,0.51,0.51,0.31,2,9,0.6,0,0.51,0.68,0.0,0.23,0,1
1198,M,setif,langues_etrangeres,academic_guidance,0,10.07,10.0,10.44,10.0,10.0,10.0,10.0,8.39,8.72,9.27,7.5,8.68,7.91,8.3,8.24,8.94,8.69,9.34,8.84,8.76,9.21,8.98,8.78,26,0.38,16,10,0,5,2,3,visual,3,2,0.42,0.38,0.41,0.42,0.39,0.41,0.4,6,5,8.91,echec,0.34,58.93,1.58,0.0,0.55,0.26,0.56,2,20,0.6,0,0.26,0.45,0.0,0.19,0,0
1199,F,setif,langues_etrangeres,interest,0,12.95,12.38,13.24,14.31,11.92,12.94,12.9,12.02,11.64,12.08,13.1,11.35,11.87,11.61,12.06,12.22,12.22,12.8,12.57,11.5,11.74,11.62,12.51,16,0.52,5,11,0,3,3,3,visual,4,2,0.19,0.15,0.16,0.23,0.22,0.17,0.17,8,4,12.13,assez_bien,0.75,18.75,0.45,0.0,0.21,0.49,0.25,0,12,0.6,0,0.49,0.58,0.0,0.18,0,0
1200,F,blida,langues_etrangeres,interest,0,11.11,12.31,10.0,10.91,12.08,10.55,10.78,10.31,11.74,8.98,9.6,11.31,9.76,10.54,10.46,11.16,12.11,10.34,11.21,11.67,10.41,11.04,11.21,16,0.54,10,6,2,4,3,3,reading_writing,1,3,0.19,0.31,0.25,0.22,0.31,0.25,0.25,7,3,11.08,passable,0.69,20.3,1.64,0.12,0.85,0.69,0.36,1,9,0.6,0,0.69,0.55,0.0,0.25,0,0
1201,F,blida,langues_etrangeres,interest,0,12.51,12.54,13.13,12.22,13.41,11.19,12.58,11.65,11.14,11.8,11.41,12.29,11.37,11.83,11.89,12.21,11.35,12.23,12.11,12.79,12.21,12.5,12.58,20,0.74,17,3,4,3,4,3,reading_writing,5,3,0.24,0.18,0.19,0.15,0.19,0.16,0.21,7,2,12.47,assez_bien,0.62,27.76,5.48,0.2,0.56,0.46,0.24,1,4,0.6,0,0.46,0.63,0.0,0.15,0,0
1202,M,blida,langues_etrangeres,friends,0,11.01,10.0,10.47,11.73,10.7,11.68,11.49,10.23,8.63,10.11,10.91,9.86,10.76,10.31,11.11,10.94,10.74,10.66,11.35,10.59,11.05,10.82,11.29,17,0.59,11,6,0,3,3,4,reading_writing,4,4,0.28,0.29,0.24,0.29,0.26,0.25,0.29,7,4,10.91,passable,0.64,23.04,1.8,0.0,0.72,0.29,0.27,1,12,0.8,0,0.29,0.54,0.0,0.17,0,0
1203,F,algiers,langues_etrangeres,interest,0,12.22,12.44,13.49,12.52,11.06,10.99,12.82,11.2,11.37,11.95,10.77,10.79,10.54,10.67,11.8,12.05,12.43,12.54,11.9,11.14,11.96,11.55,12.33,14,0.66,6,8,0,3,3,4,auditory,4,4,0.17,0.16,0.21,0.26,0.2,0.18,0.17,6,4,12.17,assez_bien,0.86,14.53,0.74,0.0,0.85,0.5,0.24,2,12,0.8,0,0.5,0.58,0.0,0.21,0,0
1204,F,blida,langues_etrangeres,interest,0,11.5,12.93,10.9,10.24,11.91,10.79,12.25,10.74,12.13,10.68,9.28,10.26,10.25,10.25,11.85,11.33,12.37,11.18,10.45,11.11,10.83,10.97,12.05,19,0.51,13,6,0,3,3,3,practice_based,2,1,0.18,0.25,0.3,0.26,0.28,0.2,0.22,7,2,11.54,passable,0.6,26.97,2.13,0.0,0.59,0.64,0.26,1,6,0.6,0,0.64,0.55,0.0,0.16,0,0
1205,F,tizi_ouzou,langues_etrangeres,friends,0,11.47,11.89,10.89,12.26,10.9,12.24,10.63,10.48,10.75,9.05,10.9,10.04,11.45,10.75,10.69,11.08,11.29,10.49,11.47,10.83,11.24,11.03,11.18,24,0.42,5,19,6,5,2,3,practice_based,4,2,0.25,0.3,0.24,0.28,0.25,0.25,0.27,6,3,10.88,passable,0.45,43.51,0.26,0.25,0.6,0.35,0.46,2,12,0.6,0,0.35,0.55,0.0,0.21,0,1
1206,M,tlemcen,langues_etrangeres,interest,0,10.03,10.0,10.16,10.0,10.0,10.0,10.0,8.51,6.96,9.27,9.22,8.62,8.45,8.54,8.53,9.06,9.0,9.15,9.32,9.04,8.97,9.0,8.88,34,0.5,12,22,0,3,2,3,auditory,3,2,0.4,0.39,0.38,0.4,0.4,0.41,0.4,6,4,8.78,echec,0.26,95.09,0.54,0.0,0.55,0.13,0.34,2,16,0.6,0,0.13,0.45,0.0,0.09,0,0
1207,M,annaba,langues_etrangeres,interest,0,10.61,10.79,11.09,10.12,10.2,11.16,10.27,9.95,9.62,10.52,9.75,9.73,10.31,10.02,9.78,10.33,9.65,10.28,10.69,10.63,10.43,10.53,10.3,30,0.39,14,16,0,5,3,3,reading_writing,2,2,0.36,0.31,0.29,0.29,0.3,0.31,0.34,5,3,10.28,passable,0.34,67.93,0.87,0.0,0.38,0.37,0.48,3,9,0.6,0,0.37,0.53,0.0,0.16,0,0
1208,F,bejaia,langues_etrangeres,friends,0,11.32,11.12,11.97,10.89,10.71,11.98,11.27,10.49,10.0,10.52,10.51,10.42,10.92,10.67,10.55,11.16,10.88,10.92,10.88,11.14,11.67,11.4,11.46,21,0.34,13,8,2,3,3,3,auditory,2,3,0.27,0.27,0.27,0.26,0.22,0.24,0.27,5,5,11.0,passable,0.52,33.81,1.6,0.09,0.67,0.3,0.27,3,15,0.6,0,0.3,0.57,0.0,0.14,0,1
1209,M,tizi_ouzou,langues_etrangeres,interest,0,11.29,11.62,11.33,11.7,10.36,11.42,11.31,10.24,10.07,10.22,10.78,9.53,10.31,9.92,10.5,10.9,11.13,10.85,10.83,10.35,11.32,10.84,10.94,21,0.39,6,15,6,4,2,2,auditory,2,2,0.26,0.28,0.28,0.31,0.25,0.27,0.27,5,5,10.97,passable,0.52,33.87,0.4,0.28,0.67,0.33,0.36,3,20,0.4,0,0.33,0.54,0.0,0.19,0,1
1210,F,bejaia,langues_etrangeres,interest,0,10.81,11.17,10.4,10.64,10.3,11.15,11.21,10.03,10.26,9.02,9.82,9.63,10.62,10.12,10.86,10.17,9.62,9.67,10.39,10.11,10.57,10.34,10.66,30,0.32,19,11,8,5,3,3,practice_based,2,4,0.36,0.36,0.31,0.33,0.3,0.29,0.36,6,5,10.18,echec,0.34,68.46,1.71,0.27,0.14,0.38,0.49,2,15,0.6,0,0.38,0.52,0.0,0.16,0,1
1211,F,algiers,langues_etrangeres,academic_guidance,0,10.86,10.69,10.0,11.61,10.03,10.8,12.05,10.16,10.76,8.76,10.46,9.68,10.27,9.97,11.02,10.54,10.69,10.18,10.83,9.87,10.46,10.17,11.19,32,0.46,7,25,0,4,3,2,practice_based,3,3,0.29,0.32,0.28,0.34,0.3,0.25,0.3,7,3,10.41,passable,0.32,75.4,0.28,0.0,0.38,0.35,0.38,1,9,0.4,0,0.35,0.51,0.0,0.12,0,0
1212,F,blida,langues_etrangeres,interest,0,10.62,11.71,11.58,10.0,10.0,10.38,10.08,9.55,11.02,9.78,8.28,9.23,9.65,9.44,9.32,9.88,10.91,10.23,9.07,9.42,9.41,9.42,10.22,26,0.41,14,12,0,3,2,2,auditory,4,4,0.27,0.32,0.4,0.37,0.37,0.32,0.3,6,3,9.84,echec,0.38,54.5,1.16,0.0,0.33,0.67,0.3,2,12,0.4,0,0.67,0.47,0.0,0.11,0,0
1213,F,tlemcen,langues_etrangeres,parents,0,11.63,11.0,10.28,11.91,10.81,12.97,12.81,10.92,10.62,9.51,11.03,10.48,11.78,11.13,12.08,11.97,11.86,11.41,12.21,11.97,12.08,12.02,12.28,13,0.53,11,2,2,3,4,4,practice_based,3,2,0.21,0.24,0.19,0.2,0.19,0.18,0.22,7,3,12.16,assez_bien,0.93,12.65,5.24,0.15,1.05,0.27,0.24,1,6,0.8,0,0.27,0.6,0.0,0.23,0,0
1214,M,algiers,langues_etrangeres,interest,0,10.35,10.0,11.39,10.51,10.22,10.0,10.0,9.26,8.49,10.18,8.83,9.4,9.31,9.35,9.37,9.65,10.08,9.78,9.41,9.42,9.84,9.63,9.37,31,0.47,5,26,0,4,3,3,practice_based,2,1,0.33,0.35,0.37,0.37,0.34,0.38,0.34,5,3,9.71,echec,0.31,75.22,0.19,0.0,0.39,0.26,0.41,3,9,0.6,0,0.26,0.48,0.0,0.13,0,0
1215,M,bejaia,langues_etrangeres,academic_guidance,0,11.12,10.0,10.54,10.0,12.07,12.06,12.04,10.32,8.68,9.69,9.33,11.26,11.69,11.47,11.27,10.63,9.87,10.41,9.86,11.21,11.37,11.29,11.05,29,0.41,12,17,6,3,3,2,practice_based,3,3,0.34,0.31,0.34,0.25,0.24,0.26,0.32,6,4,10.74,echec,0.37,61.83,0.7,0.21,0.31,0.64,0.28,2,12,0.4,0,0.64,0.56,0.0,0.1,0,1
1216,M,tizi_ouzou,langues_etrangeres,grades_pressure,0,10.1,10.0,10.0,10.62,10.0,10.0,10.0,8.34,7.74,7.81,8.78,8.74,7.59,8.16,9.37,8.93,8.9,8.6,8.62,9.55,8.52,9.03,9.41,20,0.42,16,4,6,5,2,2,visual,1,1,0.41,0.43,0.43,0.36,0.43,0.37,0.42,5,3,9.34,echec,0.46,35.43,3.9,0.3,0.59,0.38,0.53,3,12,0.4,0,0.38,0.45,0.0,0.25,0,1
1217,F,setif,langues_etrangeres,friends,0,10.38,10.13,10.0,10.0,11.86,10.28,10.0,9.04,8.64,8.07,8.08,10.62,9.18,9.9,9.65,9.65,9.58,9.08,9.64,9.8,9.75,9.77,10.06,26,0.31,19,7,6,4,3,2,auditory,4,2,0.36,0.39,0.36,0.35,0.35,0.33,0.38,6,4,9.64,echec,0.37,55.38,2.68,0.23,0.61,0.26,0.41,2,12,0.4,0,0.26,0.49,0.0,0.15,0,0
1218,M,constantine,langues_etrangeres,academic_guidance,0,11.43,10.94,12.7,10.0,12.07,12.05,10.79,10.65,10.01,11.41,9.45,11.61,10.96,11.28,10.44,10.87,10.35,11.59,10.32,11.09,11.07,11.08,10.77,19,0.57,11,8,6,4,4,3,visual,2,4,0.31,0.23,0.31,0.26,0.26,0.28,0.27,8,2,11.01,passable,0.58,28.08,1.36,0.31,0.22,0.49,0.36,0,4,0.6,0,0.49,0.55,0.0,0.21,0,0
1219,M,tlemcen,langues_etrangeres,academic_guidance,0,13.85,13.45,13.8,13.83,13.36,13.93,14.76,12.94,12.59,12.75,12.67,12.99,13.13,13.06,13.54,13.68,13.74,13.4,14.03,13.25,13.83,13.54,13.84,17,0.83,12,5,0,1,5,5,visual,4,3,0.08,0.11,0.06,0.12,0.08,0.08,0.1,7,2,13.64,assez_bien,0.8,18.94,2.35,0.0,0.74,0.28,0.07,1,2,1.0,0,0.28,0.68,0.0,0.06,0,0
1220,M,bejaia,langues_etrangeres,interest,0,12.54,11.54,12.33,12.57,12.83,13.74,12.26,11.86,10.85,11.77,11.6,12.34,12.65,12.5,11.95,12.44,12.4,12.51,12.36,12.58,12.82,12.7,12.0,15,0.57,8,7,4,3,3,4,practice_based,4,2,0.17,0.17,0.18,0.16,0.15,0.2,0.17,6,2,12.58,passable,0.83,16.08,1.13,0.26,0.58,0.16,0.24,2,6,0.8,0,0.16,0.63,0.0,0.2,0,1
1221,F,tizi_ouzou,langues_etrangeres,grades_pressure,0,12.79,12.08,12.8,13.37,12.46,13.4,12.61,11.58,11.57,11.36,11.55,11.54,12.33,11.94,11.15,12.32,12.53,12.09,12.66,11.84,12.78,12.31,12.0,21,0.5,11,10,0,3,3,3,reading_writing,2,3,0.16,0.19,0.16,0.21,0.15,0.2,0.18,8,3,12.22,passable,0.58,30.92,1.09,0.0,0.73,0.36,0.24,0,9,0.6,0,0.36,0.62,0.0,0.14,0,1
1222,F,constantine,langues_etrangeres,grades_pressure,0,10.33,11.15,10.0,10.38,10.0,10.0,10.44,8.85,9.97,8.4,8.91,8.18,7.93,8.06,9.72,9.21,10.28,8.52,8.83,8.98,9.0,8.99,9.64,28,0.47,10,18,8,5,3,2,auditory,2,1,0.31,0.43,0.41,0.4,0.4,0.36,0.37,5,4,9.13,echec,0.32,65.91,0.55,0.28,0.36,0.6,0.54,3,12,0.4,0,0.6,0.45,0.0,0.18,0,0
1223,F,constantine,langues_etrangeres,interest,0,10.6,10.44,10.73,11.7,10.29,10.45,10.0,9.67,9.14,9.6,10.63,9.51,9.96,9.74,9.17,10.37,9.65,10.64,11.39,9.87,10.5,10.19,10.16,29,0.31,15,14,8,5,3,3,auditory,3,2,0.36,0.29,0.24,0.34,0.3,0.32,0.32,5,5,10.42,passable,0.36,63.31,1.06,0.27,0.7,0.61,0.48,3,15,0.6,0,0.61,0.51,0.0,0.17,0,0
