student_id,gender,region,filiere,reason_for_choice,is_repeater,brevet_avg,brevet_math,brevet_physics,brevet_science,brevet_arabic,brevet_langues,brevet_hfada,as1_avg_global,as1_math,as1_physics,as1_science,as1_arabic,as1_langues,as1_language_avg,as1_hfada,as2_avg_global,as2_math,as2_physics,as2_science,as2_arabic,as2_langues,as2_language_avg,as2_hfada,weekly_study_hours,study_consistency,time_essential_subjects,time_non_essential_subjects,private_tutoring_hours,exam_anxiety,health_state,family_support_score,learning_style,comprehension_speed,focus_level,weak_math,weak_physics,weak_science,weak_arabic,weak_langues,weak_hfada,problem_solving_gap,sleep_hours,stress_level,bac_avg,bac_mention,study_efficiency,grinder_index,time_allocation_ratio,resource_reliance,improvement_momentum,grade_volatility,stress_performance_ratio,sleep_debt,health_stress_index,family_support_strength,weakness_count,subject_balance,filiere_alignment,consistent_weak,efficient_stressed,repeater_penalty,kabylie_boost
968,M,bejaia,gestion_economie,interest,0,13.81,13.96,14.3,14.01,13.29,13.15,14.15,13.03,12.4,12.86,13.3,13.25,12.7,12.98,13.66,13.25,13.44,12.88,12.84,13.76,12.93,13.35,13.65,16,0.54,6,10,6,3,4,3,auditory,4,3,0.1,0.14,0.14,0.08,0.14,0.09,0.12,6,3,13.52,assez_bien,0.84,17.02,0.59,0.37,0.22,0.37,0.22,2,6,0.6,0,0.37,0.66,0.0,0.18,0,1
969,F,algiers,gestion_economie,parents,0,11.31,10.76,13.25,11.43,10.37,11.91,10.12,10.25,9.68,10.9,10.25,10.25,10.97,10.61,9.44,10.44,9.85,11.19,10.49,10.47,10.59,10.53,10.08,26,0.31,19,7,8,5,3,2,reading_writing,2,1,0.34,0.25,0.3,0.3,0.29,0.33,0.3,7,4,10.32,passable,0.4,52.5,2.68,0.31,0.19,0.43,0.48,1,12,0.4,0,0.43,0.53,0.0,0.19,0,0
970,F,annaba,gestion_economie,parents,0,10.3,10.76,10.4,10.0,10.41,10.24,10.0,9.34,9.81,9.38,9.37,9.22,9.86,9.54,8.38,9.73,9.93,9.64,9.8,9.05,10.1,9.57,9.86,21,0.45,7,14,2,4,3,3,reading_writing,1,3,0.34,0.36,0.35,0.4,0.33,0.34,0.35,6,3,9.55,echec,0.45,38.0,0.5,0.09,0.39,0.36,0.41,2,9,0.6,0,0.36,0.48,0.0,0.19,0,0
971,F,tlemcen,gestion_economie,interest,0,13.1,14.0,13.78,11.97,13.15,13.06,12.63,12.54,13.08,12.59,12.18,12.97,12.48,12.72,11.95,12.81,13.16,12.83,13.27,12.54,12.77,12.66,12.26,12,0.54,19,0,4,3,3,4,auditory,2,3,0.12,0.14,0.12,0.16,0.15,0.18,0.13,6,2,12.75,assez_bien,1.05,10.4,190.0,0.33,0.26,0.27,0.23,2,6,0.8,0,0.27,0.64,0.0,0.25,0,0
972,F,algiers,gestion_economie,grades_pressure,0,10.32,10.36,10.0,10.28,10.31,10.62,10.36,9.82,9.83,9.3,10.02,9.84,10.11,9.98,9.8,10.02,10.13,9.62,9.96,10.12,10.12,10.12,10.16,31,0.33,14,17,2,5,3,3,visual,3,2,0.32,0.36,0.34,0.33,0.33,0.32,0.34,6,4,9.99,echec,0.32,73.61,0.82,0.06,0.2,0.19,0.5,2,12,0.6,0,0.19,0.5,0.0,0.16,0,0
973,F,oran,gestion_economie,grades_pressure,0,13.81,14.01,13.99,14.3,13.71,14.04,12.8,12.8,11.91,13.09,12.91,13.03,13.45,13.24,12.41,13.33,12.69,13.29,14.03,13.47,13.57,13.52,12.93,9,0.87,10,0,2,2,5,5,visual,4,4,0.15,0.11,0.06,0.1,0.1,0.14,0.13,8,2,13.42,assez_bien,1.47,5.71,100.0,0.22,0.53,0.44,0.15,0,2,1.0,0,0.44,0.67,0.0,0.22,0,0
974,M,blida,gestion_economie,parents,0,10.17,10.0,10.0,11.01,10.0,10.0,10.0,8.5,8.43,7.88,9.57,8.19,8.49,8.34,8.42,9.05,9.38,8.42,9.07,9.22,9.1,9.16,9.13,33,0.5,10,23,4,3,3,2,practice_based,2,3,0.37,0.44,0.4,0.39,0.39,0.39,0.41,6,4,8.86,echec,0.27,89.74,0.43,0.12,0.56,0.33,0.33,2,12,0.4,0,0.33,0.45,0.0,0.09,0,0
975,M,algiers,gestion_economie,parents,0,10.21,10.03,10.0,10.48,10.68,10.0,10.07,8.73,8.37,8.27,9.11,9.36,7.99,8.68,9.28,9.17,8.69,8.32,9.46,9.77,8.8,9.29,9.95,25,0.41,5,20,6,4,3,2,reading_writing,2,3,0.42,0.45,0.37,0.35,0.41,0.34,0.43,6,5,9.28,echec,0.37,53.22,0.25,0.24,0.44,0.53,0.43,2,15,0.4,0,0.53,0.45,0.0,0.16,0,0
976,F,annaba,gestion_economie,interest,0,10.95,12.17,11.13,10.0,11.5,10.07,10.85,10.07,10.82,11.13,8.68,10.26,9.43,9.84,10.11,10.38,10.65,11.15,9.52,10.97,9.47,10.22,10.49,21,0.32,8,13,6,4,2,2,reading_writing,3,2,0.29,0.26,0.37,0.27,0.37,0.3,0.27,6,5,10.48,passable,0.5,35.2,0.61,0.28,0.31,0.72,0.38,2,20,0.4,0,0.72,0.52,0.0,0.19,0,0
977,M,annaba,gestion_economie,interest,0,11.49,12.44,10.0,13.47,11.31,10.88,10.83,10.58,10.76,9.43,11.72,10.81,10.34,10.58,10.42,11.24,11.68,10.68,11.82,10.9,11.29,11.1,11.09,13,0.66,9,4,2,2,3,4,visual,3,3,0.22,0.29,0.21,0.27,0.25,0.26,0.25,7,2,11.4,passable,0.87,13.4,2.2,0.15,0.66,0.44,0.17,1,6,0.8,0,0.44,0.56,0.0,0.15,0,0
978,M,oran,gestion_economie,interest,1,14.26,14.32,14.14,14.36,13.55,14.43,14.73,13.47,14.04,12.86,13.42,13.14,13.87,13.51,13.5,14.0,14.26,13.99,14.22,13.87,13.94,13.9,13.69,11,0.8,7,4,2,2,4,4,visual,1,3,0.05,0.07,0.05,0.08,0.07,0.09,0.06,8,2,13.74,bien,1.24,8.22,1.71,0.18,0.52,0.16,0.14,0,4,0.8,0,0.16,0.7,0.0,0.18,1,0
979,M,annaba,gestion_economie,academic_guidance,0,10.01,10.0,10.04,10.0,10.0,10.01,10.0,9.01,8.58,8.85,9.34,9.04,9.5,9.27,8.72,9.57,9.73,9.77,10.11,8.98,9.28,9.13,9.59,33,0.32,12,21,8,4,2,2,auditory,2,3,0.35,0.35,0.33,0.4,0.38,0.36,0.35,5,4,9.48,echec,0.29,85.43,0.57,0.24,0.57,0.4,0.42,3,16,0.4,0,0.4,0.47,0.0,0.12,0,0
980,M,tlemcen,gestion_economie,interest,0,10.52,10.2,10.06,10.0,10.81,11.38,10.67,9.48,9.01,8.72,8.74,10.08,10.29,10.19,10.06,10.12,9.87,10.28,9.84,10.24,10.13,10.18,10.35,28,0.54,15,13,0,4,2,2,visual,3,1,0.34,0.31,0.34,0.32,0.32,0.31,0.33,5,4,10.13,passable,0.36,60.79,1.15,0.0,0.64,0.18,0.39,3,16,0.4,0,0.18,0.5,0.0,0.14,0,0
981,F,tizi_ouzou,gestion_economie,friends,0,11.97,12.54,11.7,12.88,11.78,12.03,10.89,11.17,11.53,10.7,12.32,11.04,10.89,10.96,10.57,11.06,11.6,11.32,11.66,10.65,10.51,10.58,10.6,32,0.49,11,21,2,4,2,3,visual,3,3,0.23,0.25,0.22,0.29,0.3,0.29,0.24,6,5,11.21,passable,0.35,71.22,0.52,0.06,-0.12,0.48,0.35,2,20,0.6,0,0.48,0.55,0.0,0.12,0,1
982,M,tlemcen,gestion_economie,interest,0,10.23,10.41,10.08,10.0,10.28,10.6,10.04,9.32,9.11,9.05,8.4,9.71,9.93,9.82,9.73,10.18,10.08,9.28,10.28,10.61,10.61,10.61,10.23,28,0.46,10,18,4,3,3,2,visual,4,5,0.33,0.38,0.31,0.29,0.29,0.32,0.35,6,4,9.94,echec,0.35,61.71,0.55,0.14,0.86,0.49,0.3,2,12,0.4,0,0.49,0.51,0.0,0.11,0,0
983,M,annaba,gestion_economie,grades_pressure,0,10.14,10.09,10.0,10.0,10.3,10.0,10.47,9.1,9.19,9.46,8.19,9.21,8.86,9.04,9.69,9.83,9.81,10.31,9.32,10.04,9.38,9.71,10.11,31,0.44,12,19,4,5,3,2,auditory,5,2,0.35,0.31,0.38,0.33,0.37,0.33,0.33,6,3,9.92,echec,0.32,73.96,0.63,0.13,0.73,0.38,0.5,2,9,0.4,0,0.38,0.49,0.0,0.16,0,0
984,F,constantine,gestion_economie,interest,0,13.51,13.99,13.76,14.46,12.9,13.78,12.15,12.68,13.64,12.15,12.63,13.04,12.81,12.92,11.82,13.06,13.45,12.87,13.57,13.5,12.58,13.04,12.41,16,0.54,10,6,2,3,3,4,visual,3,3,0.1,0.14,0.1,0.1,0.16,0.17,0.12,6,3,12.69,assez_bien,0.79,18.02,1.64,0.12,0.38,0.39,0.23,2,9,0.8,0,0.39,0.66,0.0,0.18,0,0
985,F,setif,gestion_economie,interest,0,10.83,12.25,11.31,10.0,10.51,10.95,10.0,9.77,10.18,9.89,9.55,9.56,9.87,9.72,9.59,10.12,10.69,10.2,9.64,9.81,10.24,10.02,10.13,23,0.4,12,11,8,4,2,3,practice_based,2,3,0.29,0.32,0.36,0.35,0.32,0.32,0.3,7,5,10.01,passable,0.43,43.12,1.08,0.35,0.34,0.37,0.4,1,20,0.6,0,0.37,0.51,0.0,0.17,0,0
986,M,bejaia,gestion_economie,parents,1,12.07,11.7,12.81,12.21,12.99,11.57,11.15,11.17,10.55,11.28,11.34,12.03,10.99,11.51,10.81,11.7,11.67,11.73,11.8,11.94,11.66,11.8,11.4,16,0.72,19,0,2,3,4,3,reading_writing,3,5,0.22,0.22,0.21,0.2,0.22,0.24,0.22,7,2,11.5,passable,0.71,19.65,190.0,0.12,0.53,0.1,0.26,1,4,0.6,0,0.1,0.59,0.0,0.18,1,1
987,F,algiers,gestion_economie,friends,0,13.53,12.77,13.36,15.15,13.2,14.55,12.12,12.67,11.97,12.13,14.12,12.53,13.85,13.19,11.41,13.17,12.92,13.33,14.14,12.86,13.38,13.12,12.41,15,0.81,15,0,2,2,5,4,visual,2,2,0.14,0.11,0.06,0.14,0.11,0.17,0.13,8,1,13.06,assez_bien,0.86,15.55,150.0,0.13,0.5,0.46,0.15,0,1,0.8,0,0.46,0.66,0.0,0.13,0,0
988,F,tlemcen,gestion_economie,interest,1,12.41,11.39,11.71,12.95,12.76,13.32,12.33,11.74,10.47,11.4,11.94,11.88,12.95,12.42,11.81,12.32,12.0,12.1,12.33,12.43,12.86,12.64,12.19,10,0.93,11,0,0,2,4,4,reading_writing,2,3,0.2,0.19,0.18,0.17,0.14,0.19,0.2,8,1,12.43,assez_bien,1.23,7.52,110.0,0.0,0.58,0.3,0.16,0,2,0.8,0,0.3,0.62,0.0,0.2,1,0
989,F,algiers,gestion_economie,parents,0,10.87,10.0,10.13,12.55,10.62,10.0,11.9,9.97,9.24,9.37,11.54,9.86,9.17,9.51,10.67,10.07,9.42,9.92,11.12,9.77,9.77,9.77,10.43,26,0.32,13,13,4,4,3,3,reading_writing,1,2,0.37,0.34,0.26,0.35,0.35,0.3,0.36,6,3,9.89,echec,0.38,54.27,0.99,0.15,0.1,0.58,0.4,2,9,0.6,0,0.58,0.5,0.0,0.15,0,0
990,F,algiers,gestion_economie,academic_guidance,0,10.26,10.69,10.52,10.0,10.0,10.0,10.35,9.45,10.16,9.26,8.61,8.86,9.56,9.21,10.25,9.88,9.69,9.86,9.15,9.64,10.35,9.99,10.61,27,0.46,8,19,4,4,2,3,visual,4,5,0.35,0.34,0.39,0.36,0.31,0.29,0.35,5,3,9.96,echec,0.37,57.74,0.42,0.15,0.43,0.38,0.4,3,12,0.6,0,0.38,0.49,0.0,0.15,0,0
991,F,setif,gestion_economie,parents,0,10.23,10.0,11.37,10.0,10.0,10.0,10.0,9.07,9.42,9.83,8.44,8.14,9.13,8.63,9.48,9.38,9.05,10.46,9.03,8.46,9.35,8.91,9.91,18,0.31,10,8,4,3,3,3,auditory,4,2,0.4,0.3,0.4,0.44,0.38,0.34,0.35,5,4,9.47,echec,0.52,28.89,1.23,0.22,0.3,0.66,0.31,3,12,0.6,0,0.66,0.46,0.0,0.16,0,0
992,M,tlemcen,gestion_economie,friends,0,11.11,11.56,11.31,11.56,10.0,11.11,11.1,10.11,11.26,10.45,10.12,8.87,10.07,9.47,9.91,10.67,10.59,11.23,10.97,9.51,10.95,10.23,10.77,20,0.41,8,12,0,4,3,3,practice_based,3,2,0.29,0.25,0.27,0.37,0.27,0.28,0.27,7,4,10.69,passable,0.53,31.66,0.66,0.0,0.56,0.61,0.37,1,12,0.6,0,0.61,0.53,0.0,0.2,0,0
993,F,annaba,gestion_economie,parents,0,12.0,11.54,11.81,11.92,12.85,12.28,11.61,11.06,11.04,10.64,10.16,12.03,10.99,11.51,11.47,11.34,11.46,11.54,10.83,11.78,11.3,11.54,11.16,19,0.74,18,1,0,4,3,4,visual,2,3,0.24,0.23,0.28,0.21,0.25,0.26,0.23,8,2,11.6,passable,0.61,26.85,16.36,0.0,0.29,0.32,0.34,0,6,0.8,0,0.32,0.57,0.0,0.21,0,0
994,F,blida,gestion_economie,parents,0,10.56,10.0,10.14,11.23,10.59,10.0,11.4,9.53,8.41,9.84,9.16,9.71,9.53,9.62,10.5,10.04,9.22,10.01,10.3,9.79,10.3,10.04,10.64,23,0.48,7,16,6,4,2,2,auditory,4,3,0.39,0.33,0.31,0.35,0.31,0.29,0.36,7,3,10.21,passable,0.44,42.42,0.43,0.26,0.52,0.4,0.39,1,12,0.4,0,0.4,0.5,0.0,0.17,0,0
995,M,blida,gestion_economie,grades_pressure,0,10.76,11.76,10.82,10.0,11.28,10.47,10.23,9.88,9.88,9.81,9.26,10.79,9.51,10.15,10.01,10.34,10.31,10.23,10.0,11.15,9.77,10.46,10.56,30,0.46,19,11,0,5,3,2,auditory,3,2,0.31,0.32,0.33,0.26,0.35,0.3,0.32,5,4,10.16,passable,0.34,68.55,1.71,0.0,0.46,0.47,0.49,3,12,0.4,0,0.47,0.52,0.0,0.16,0,0
996,F,setif,gestion_economie,grades_pressure,0,10.04,10.0,10.0,10.0,10.18,10.0,10.06,8.67,8.73,8.53,8.23,9.35,8.35,8.85,8.82,9.31,9.44,9.47,9.25,9.95,8.72,9.33,9.02,21,0.46,15,6,6,4,3,3,practice_based,2,3,0.37,0.37,0.38,0.34,0.42,0.4,0.37,5,4,9.36,echec,0.44,38.64,2.46,0.28,0.64,0.4,0.42,3,12,0.6,0,0.4,0.47,0.0,0.19,0,0
997,F,tlemcen,gestion_economie,grades_pressure,0,10.16,10.2,10.0,10.0,10.59,10.16,10.0,8.86,9.19,7.0,9.22,10.12,9.38,9.75,8.25,9.4,9.38,8.83,9.55,10.37,8.83,9.6,9.43,23,0.43,6,17,8,4,2,3,visual,2,3,0.37,0.41,0.36,0.31,0.41,0.37,0.39,7,3,9.46,echec,0.41,45.16,0.35,0.35,0.54,0.57,0.42,1,12,0.6,0,0.57,0.47,0.0,0.17,0,0
998,F,algiers,gestion_economie,interest,0,10.9,12.36,10.97,10.48,10.53,10.0,11.08,9.88,11.28,9.22,10.27,9.71,8.74,9.23,10.04,10.27,10.03,10.49,10.93,10.29,9.93,10.11,9.94,27,0.49,7,20,6,4,3,3,reading_writing,3,2,0.33,0.3,0.27,0.31,0.34,0.34,0.32,7,5,10.26,passable,0.38,56.4,0.35,0.22,0.39,0.36,0.39,1,15,0.6,0,0.36,0.51,0.0,0.15,0,0
999,F,bejaia,gestion_economie,interest,0,10.51,10.21,10.62,10.0,10.38,11.25,10.58,9.62,9.72,9.49,9.0,9.61,9.9,9.76,9.97,10.2,10.19,9.78,10.67,10.12,10.61,10.37,9.85,32,0.37,13,19,6,3,2,3,practice_based,2,3,0.32,0.35,0.29,0.33,0.29,0.34,0.33,5,4,10.09,echec,0.31,77.23,0.68,0.19,0.59,0.33,0.29,3,16,0.6,0,0.33,0.51,0.0,0.09,0,1
