student_id,gender,region,filiere,reason_for_choice,is_repeater,brevet_avg,brevet_math,brevet_physics,brevet_science,brevet_arabic,brevet_langues,brevet_hfada,as1_avg_global,as1_math,as1_physics,as1_science,as1_arabic,as1_langues,as1_language_avg,as1_hfada,as2_avg_global,as2_math,as2_physics,as2_science,as2_arabic,as2_langues,as2_language_avg,as2_hfada,weekly_study_hours,study_consistency,time_essential_subjects,time_non_essential_subjects,private_tutoring_hours,exam_anxiety,health_state,family_support_score,learning_style,comprehension_speed,focus_level,weak_math,weak_physics,weak_science,weak_arabic,weak_langues,weak_hfada,problem_solving_gap,sleep_hours,stress_level,bac_avg,bac_mention,study_efficiency,grinder_index,time_allocation_ratio,resource_reliance,improvement_momentum,grade_volatility,stress_performance_ratio,sleep_debt,health_stress_index,family_support_strength,weakness_count,subject_balance,filiere_alignment,consistent_weak,efficient_stressed,repeater_penalty,kabylie_boost
792,M,other,techniques_maths,grades_pressure,1,12.49,12.0,11.85,14.01,12.48,12.03,12.59,11.88,11.0,11.93,12.59,12.36,11.77,12.06,11.64,12.03,12.14,12.56,12.1,12.02,11.64,11.83,11.71,20,0.63,15,5,4,3,3,4,auditory,4,3,0.19,0.16,0.19,0.2,0.22,0.22,0.18,7,2,11.99,assez_bien,0.6,28.72,2.94,0.2,0.14,0.29,0.25,1,6,0.8,0,0.29,0.61,0.0,0.15,1,0
793,F,constantine,techniques_maths,interest,0,10.76,10.56,10.16,11.72,10.03,11.4,10.68,9.78,9.77,8.99,10.02,9.28,10.89,10.09,9.7,10.37,10.74,10.64,10.28,9.92,10.19,10.06,10.46,18,0.42,16,2,4,3,3,3,visual,2,2,0.28,0.29,0.31,0.34,0.32,0.3,0.29,6,5,10.27,passable,0.57,26.97,7.62,0.22,0.6,0.3,0.29,2,15,0.6,0,0.3,0.53,0.0,0.16,0,0
794,F,other,techniques_maths,interest,0,13.89,15.02,15.16,13.09,13.56,13.59,12.93,13.01,13.95,13.37,12.68,12.75,13.02,12.89,12.29,13.28,13.75,13.75,12.29,13.45,13.66,13.56,12.76,12,0.68,6,6,0,3,3,4,practice_based,2,4,0.08,0.08,0.18,0.1,0.09,0.15,0.08,7,4,13.35,assez_bien,1.1,9.97,0.98,0.0,0.27,0.56,0.22,1,12,0.8,0,0.56,0.66,0.0,0.25,0,0
795,M,setif,techniques_maths,interest,0,11.64,10.9,12.02,11.72,11.53,12.15,11.54,10.98,9.92,11.75,10.54,11.28,11.23,11.26,11.16,11.23,11.18,11.47,11.36,11.22,10.81,11.01,11.31,25,0.36,15,10,2,3,3,3,practice_based,2,2,0.25,0.24,0.24,0.25,0.28,0.25,0.24,6,4,11.13,passable,0.44,46.02,1.49,0.08,0.24,0.22,0.27,2,12,0.6,0,0.22,0.57,0.0,0.12,0,0
796,M,annaba,techniques_maths,parents,0,10.65,10.38,10.65,10.84,10.15,11.37,10.53,9.79,9.17,9.76,10.0,9.29,10.67,9.98,9.86,10.47,9.76,10.65,10.64,10.73,10.59,10.66,10.42,25,0.3,17,8,2,3,2,3,visual,2,2,0.35,0.29,0.29,0.28,0.29,0.31,0.32,6,4,10.65,passable,0.42,47.69,2.1,0.08,0.67,0.36,0.28,2,16,0.6,0,0.36,0.52,0.0,0.12,0,0
797,M,bejaia,techniques_maths,friends,0,13.76,12.82,15.44,13.04,13.29,14.69,13.25,13.02,11.67,14.69,12.54,12.67,13.8,13.24,12.73,13.37,12.74,14.39,12.95,13.22,14.07,13.64,12.84,18,0.71,11,7,4,3,3,4,auditory,2,4,0.15,0.04,0.14,0.12,0.06,0.14,0.1,8,4,13.54,assez_bien,0.75,21.22,1.55,0.22,0.35,0.64,0.22,0,12,0.8,0,0.64,0.67,0.0,0.16,0,1
798,M,setif,techniques_maths,interest,0,10.2,10.0,10.0,10.5,10.0,10.72,10.0,9.52,9.75,9.61,8.83,9.15,10.17,9.66,9.57,10.06,10.63,9.99,10.25,9.58,10.39,9.98,9.54,31,0.47,7,24,0,5,2,2,reading_writing,2,1,0.29,0.33,0.32,0.36,0.31,0.36,0.31,6,3,10.15,passable,0.33,72.69,0.29,0.0,0.55,0.36,0.49,2,12,0.4,0,0.36,0.51,0.0,0.16,0,0
799,F,constantine,techniques_maths,parents,0,11.71,11.84,13.35,10.96,12.71,10.56,10.81,10.75,10.01,12.06,10.44,10.97,10.51,10.74,10.5,10.9,10.96,11.21,11.21,10.97,10.62,10.79,10.4,25,0.5,12,13,4,4,3,2,visual,4,3,0.27,0.25,0.25,0.27,0.29,0.31,0.26,7,4,10.56,passable,0.42,48.02,0.92,0.16,0.15,0.22,0.38,1,12,0.4,0,0.22,0.56,0.0,0.16,0,0
800,M,other,techniques_maths,academic_guidance,0,10.54,11.23,11.98,10.0,10.0,10.0,10.0,9.27,10.19,9.61,9.36,8.49,8.5,8.49,9.45,9.96,10.14,10.6,10.3,9.48,9.45,9.47,9.8,34,0.35,5,29,2,5,2,2,reading_writing,2,2,0.32,0.29,0.31,0.37,0.37,0.35,0.31,5,4,10.15,passable,0.3,85.48,0.17,0.06,0.7,0.46,0.49,3,16,0.4,0,0.46,0.52,0.0,0.15,0,0
801,M,blida,techniques_maths,parents,0,10.89,11.32,11.33,10.84,10.01,10.18,11.66,9.81,10.81,9.89,8.83,9.3,9.44,9.37,10.62,10.12,11.03,10.35,9.5,9.97,9.75,9.86,10.13,20,0.34,10,10,0,4,2,3,reading_writing,3,3,0.26,0.31,0.37,0.34,0.35,0.32,0.29,7,4,9.9,echec,0.49,33.76,0.99,0.0,0.31,0.53,0.4,1,16,0.6,0,0.53,0.51,0.0,0.2,0,0
802,M,tlemcen,techniques_maths,academic_guidance,0,12.14,11.64,12.67,11.71,11.94,12.22,12.66,11.5,10.79,12.0,10.98,11.54,11.46,11.5,12.26,12.19,12.32,12.24,12.23,11.95,12.04,11.99,12.36,16,0.74,6,10,4,4,4,3,practice_based,3,3,0.18,0.18,0.18,0.2,0.2,0.18,0.18,8,3,12.04,assez_bien,0.75,18.88,0.59,0.25,0.68,0.14,0.33,0,6,0.6,0,0.14,0.61,0.0,0.25,0,0
803,M,algiers,techniques_maths,interest,0,10.42,10.47,11.16,10.0,10.43,10.43,10.0,9.45,8.91,9.5,8.95,10.21,9.54,9.87,9.61,9.73,9.42,10.11,9.91,9.92,9.49,9.7,9.54,30,0.47,17,13,6,3,2,3,visual,2,1,0.37,0.33,0.34,0.34,0.37,0.36,0.35,6,4,9.68,echec,0.32,71.13,1.3,0.2,0.28,0.26,0.31,2,16,0.6,0,0.26,0.49,0.0,0.1,0,0
804,F,blida,techniques_maths,interest,0,10.27,10.0,10.0,10.48,10.58,10.0,10.57,9.17,9.08,8.22,9.44,9.86,8.64,9.25,9.74,9.41,9.03,8.74,9.96,9.67,9.48,9.58,9.56,30,0.32,13,17,0,3,2,3,reading_writing,3,3,0.4,0.42,0.34,0.36,0.37,0.36,0.41,6,4,9.19,echec,0.31,74.05,0.76,0.0,0.24,0.44,0.32,2,16,0.6,0,0.44,0.46,0.0,0.1,0,0
805,F,oran,techniques_maths,parents,0,10.95,11.65,10.44,11.53,10.25,11.83,10.0,9.79,11.08,8.84,10.46,9.13,10.06,9.6,9.17,10.33,10.71,9.68,10.73,10.33,10.84,10.59,9.73,20,0.42,13,7,0,4,3,3,visual,4,1,0.29,0.35,0.28,0.31,0.28,0.35,0.32,6,4,9.9,echec,0.49,33.76,1.83,0.0,0.54,0.43,0.4,2,12,0.6,0,0.43,0.52,0.0,0.2,0,0
806,M,oran,techniques_maths,grades_pressure,0,10.03,10.0,10.0,10.19,10.0,10.0,10.0,8.38,8.46,8.33,8.76,8.31,8.39,8.35,8.04,8.99,8.49,9.39,9.09,8.57,9.21,8.89,9.17,27,0.51,9,18,0,4,3,2,reading_writing,4,3,0.43,0.37,0.39,0.43,0.39,0.39,0.4,6,3,9.23,echec,0.34,61.26,0.5,0.0,0.61,0.36,0.43,2,9,0.4,0,0.36,0.45,0.0,0.15,0,0
807,M,tizi_ouzou,techniques_maths,academic_guidance,0,14.41,13.36,14.14,14.31,15.0,15.12,14.54,13.54,12.96,13.21,12.52,14.38,14.51,14.44,13.65,14.05,14.04,13.52,13.53,14.6,14.74,14.67,13.86,17,0.51,15,2,0,4,3,3,auditory,3,4,0.06,0.1,0.1,0.03,0.02,0.08,0.08,6,3,13.95,assez_bien,0.82,18.56,7.14,0.0,0.51,0.51,0.28,2,9,0.6,0,0.51,0.68,0.0,0.23,0,1
808,M,setif,techniques_maths,academic_guidance,0,10.21,10.29,10.94,10.0,10.0,10.0,10.0,8.89,9.22,9.77,8.0,9.18,8.41,8.8,8.74,9.44,9.19,9.84,9.34,9.26,9.71,9.48,9.28,26,0.38,16,10,0,5,2,3,visual,3,2,0.39,0.34,0.38,0.38,0.35,0.38,0.37,6,5,9.41,echec,0.36,56.47,1.58,0.0,0.55,0.26,0.53,2,20,0.6,0,0.26,0.47,0.0,0.19,0,0
809,F,setif,techniques_maths,interest,0,13.95,13.38,14.24,15.31,12.92,13.94,13.9,13.02,12.64,13.08,14.1,12.35,12.87,12.61,13.06,13.22,13.22,13.8,13.57,12.5,12.74,12.62,13.51,16,0.52,5,11,0,3,3,3,visual,4,2,0.12,0.08,0.1,0.17,0.15,0.1,0.1,8,4,13.13,assez_bien,0.82,17.48,0.45,0.0,0.21,0.49,0.23,0,12,0.6,0,0.49,0.68,0.0,0.18,0,0
810,F,blida,techniques_maths,interest,0,11.98,13.31,10.25,11.91,13.08,11.55,11.78,11.31,12.74,9.98,10.6,12.31,10.76,11.54,11.46,12.16,13.11,11.34,12.21,12.67,11.41,12.04,12.21,16,0.54,10,6,2,4,3,3,reading_writing,2,4,0.13,0.24,0.19,0.16,0.24,0.19,0.18,7,3,12.08,assez_bien,0.75,18.81,1.64,0.12,0.85,0.69,0.33,1,9,0.6,0,0.69,0.61,0.0,0.25,0,0
811,F,blida,techniques_maths,interest,0,15.51,15.54,16.13,15.22,16.41,14.19,15.58,14.65,14.14,14.8,14.41,15.29,14.37,14.83,14.89,15.21,14.35,15.23,15.11,15.79,15.21,15.5,15.58,16,0.94,17,0,2,2,4,4,reading_writing,5,4,0.04,0.0,0.0,0.0,0.0,0.0,0.02,8,1,15.47,bien,0.96,15.08,170.0,0.12,0.56,0.46,0.13,0,2,0.8,0,0.46,0.74,0.0,0.12,0,0
812,M,blida,techniques_maths,friends,0,11.91,10.4,11.47,12.73,11.7,12.68,12.49,11.23,9.63,11.11,11.91,10.86,11.76,11.31,12.11,11.94,11.74,11.66,12.35,11.59,12.05,11.82,12.29,17,0.59,11,6,0,3,3,4,reading_writing,4,4,0.22,0.22,0.18,0.23,0.2,0.18,0.22,7,4,11.91,passable,0.7,21.35,1.8,0.0,0.72,0.29,0.25,1,12,0.8,0,0.29,0.6,0.0,0.17,0,0
813,F,algiers,techniques_maths,interest,0,13.22,13.44,14.49,13.52,12.06,11.99,13.82,12.2,12.37,12.95,11.77,11.79,11.54,11.67,12.8,13.05,13.43,13.54,12.9,12.14,12.96,12.55,13.33,14,0.66,6,8,0,3,3,4,auditory,4,5,0.1,0.1,0.14,0.19,0.14,0.11,0.1,6,4,13.17,assez_bien,0.93,13.54,0.74,0.0,0.85,0.5,0.23,2,12,0.8,0,0.5,0.66,0.0,0.21,0,0
814,F,blida,techniques_maths,interest,0,12.5,13.93,11.9,11.24,12.91,11.79,13.25,11.74,13.13,11.68,10.28,11.26,11.25,11.25,12.85,12.33,13.37,12.18,11.45,12.11,11.83,11.97,13.05,19,0.51,13,6,0,3,3,3,practice_based,2,1,0.11,0.19,0.24,0.19,0.21,0.13,0.15,7,2,12.54,assez_bien,0.66,25.11,2.13,0.0,0.59,0.64,0.24,1,6,0.6,0,0.64,0.62,0.0,0.16,0,0
815,F,tizi_ouzou,techniques_maths,friends,0,11.97,12.39,11.39,12.76,11.4,12.74,11.13,10.98,11.25,9.55,11.4,10.54,11.95,11.25,11.19,11.58,11.79,10.99,11.97,11.33,11.74,11.53,11.68,24,0.42,5,19,6,5,2,3,practice_based,4,2,0.21,0.27,0.2,0.24,0.22,0.22,0.24,6,3,11.38,passable,0.47,41.93,0.26,0.25,0.6,0.35,0.44,2,12,0.6,0,0.35,0.58,0.0,0.21,0,1
816,M,tlemcen,techniques_maths,interest,0,10.15,10.0,10.66,10.0,10.25,10.0,10.0,9.01,7.46,9.77,9.72,9.12,8.95,9.04,9.03,9.56,9.5,9.65,9.82,9.54,9.47,9.5,9.38,34,0.5,12,22,0,3,2,3,auditory,3,2,0.37,0.36,0.35,0.36,0.37,0.37,0.36,6,4,9.28,echec,0.27,91.35,0.54,0.0,0.55,0.13,0.32,2,16,0.6,0,0.13,0.48,0.0,0.09,0,0
817,M,annaba,techniques_maths,interest,0,11.11,11.29,11.59,10.62,10.7,11.66,10.77,10.45,10.12,11.02,10.25,10.23,10.81,10.52,10.28,10.83,10.15,10.78,11.19,11.13,10.93,11.03,10.8,30,0.39,14,16,0,5,3,3,reading_writing,2,2,0.32,0.28,0.25,0.26,0.27,0.28,0.3,5,3,10.78,passable,0.36,65.46,0.87,0.0,0.38,0.37,0.46,3,9,0.6,0,0.37,0.54,0.0,0.16,0,0
818,F,bejaia,techniques_maths,friends,0,11.82,11.62,12.47,11.39,11.21,12.48,11.77,10.99,10.5,11.02,11.01,10.92,11.42,11.17,11.05,11.66,11.38,11.42,11.38,11.64,12.17,11.9,11.96,21,0.34,13,8,2,3,3,3,auditory,2,3,0.24,0.24,0.24,0.22,0.19,0.2,0.24,5,5,11.5,passable,0.54,32.57,1.6,0.09,0.67,0.3,0.26,3,15,0.6,0,0.3,0.57,0.0,0.14,0,1
819,M,tizi_ouzou,techniques_maths,interest,0,11.79,12.12,11.83,12.2,10.86,11.92,11.81,10.74,10.57,10.72,11.28,10.03,10.81,10.42,11.0,11.4,11.63,11.35,11.33,10.85,11.82,11.34,11.44,21,0.39,6,15,6,4,2,2,auditory,2,2,0.22,0.24,0.24,0.28,0.21,0.24,0.23,5,5,11.47,passable,0.54,32.63,0.4,0.28,0.67,0.33,0.35,3,20,0.4,0,0.33,0.57,0.0,0.19,0,1
820,F,bejaia,techniques_maths,interest,0,11.31,11.67,10.9,11.14,10.8,11.65,11.71,10.53,10.76,9.52,10.32,10.13,11.12,10.62,11.36,10.67,10.12,10.17,10.89,10.61,11.07,10.84,11.16,30,0.32,19,11,8,5,3,3,practice_based,2,4,0.33,0.32,0.27,0.29,0.26,0.26,0.32,6,5,10.68,echec,0.35,65.96,1.71,0.27,0.14,0.38,0.46,2,15,0.6,0,0.38,0.52,0.0,0.16,0,1
821,F,algiers,techniques_maths,academic_guidance,0,11.28,11.19,10.0,12.11,10.53,11.3,12.55,10.66,11.26,9.26,10.96,10.18,10.77,10.47,11.52,11.04,11.19,10.68,11.33,10.37,10.96,10.67,11.69,32,0.46,7,25,0,4,3,2,practice_based,3,3,0.25,0.29,0.24,0.31,0.27,0.22,0.27,7,3,10.91,passable,0.34,72.73,0.28,0.0,0.38,0.35,0.36,1,9,0.4,0,0.35,0.55,0.0,0.12,0,0
822,F,blida,techniques_maths,interest,0,11.02,12.21,12.08,10.36,10.0,10.88,10.58,10.05,11.52,10.28,8.78,9.73,10.15,9.94,9.82,10.38,11.41,10.73,9.57,9.92,9.91,9.92,10.72,26,0.41,14,12,0,3,2,2,auditory,4,4,0.24,0.28,0.36,0.34,0.34,0.29,0.26,6,3,10.34,passable,0.4,52.4,1.16,0.0,0.33,0.67,0.29,2,12,0.4,0,0.67,0.53,0.0,0.11,0,0
823,F,tlemcen,techniques_maths,parents,0,12.63,12.0,11.28,12.91,11.81,13.97,13.81,11.92,11.62,10.51,12.03,11.48,12.78,12.13,13.08,12.97,12.86,12.41,13.21,12.97,13.08,13.02,13.28,13,0.53,11,2,2,3,4,4,practice_based,3,3,0.14,0.17,0.12,0.14,0.13,0.11,0.16,7,3,13.16,assez_bien,1.0,11.77,5.24,0.15,1.05,0.27,0.23,1,6,0.8,0,0.27,0.64,0.0,0.23,0,0
824,M,algiers,techniques_maths,interest,0,10.6,10.0,11.89,11.01,10.72,10.0,10.0,9.76,8.99,10.68,9.33,9.9,9.81,9.85,9.87,10.15,10.58,10.28,9.91,9.92,10.34,10.13,9.87,31,0.47,5,26,0,4,3,3,practice_based,2,1,0.29,0.31,0.34,0.34,0.31,0.34,0.3,5,3,10.21,passable,0.33,72.4,0.19,0.0,0.39,0.26,0.39,3,9,0.6,0,0.26,0.51,0.0,0.13,0,0
825,M,bejaia,techniques_maths,academic_guidance,0,11.53,10.0,11.04,10.45,12.57,12.56,12.54,10.82,9.18,10.19,9.83,11.76,12.19,11.97,11.77,11.13,10.37,10.91,10.36,11.71,11.87,11.79,11.55,29,0.41,12,17,6,3,3,2,practice_based,3,3,0.31,0.27,0.31,0.22,0.21,0.23,0.29,6,4,11.24,passable,0.39,59.64,0.7,0.21,0.31,0.64,0.26,2,12,0.4,0,0.64,0.53,0.0,0.1,0,1
826,M,tizi_ouzou,techniques_maths,grades_pressure,0,10.32,10.0,10.0,11.12,10.32,10.0,10.47,8.84,8.24,8.31,9.28,9.24,8.09,8.66,9.87,9.43,9.4,9.1,9.12,10.05,9.02,9.53,9.91,20,0.42,16,4,6,5,2,2,visual,1,1,0.37,0.39,0.39,0.33,0.4,0.34,0.38,5,3,9.84,echec,0.49,33.94,3.9,0.3,0.59,0.38,0.5,3,12,0.4,0,0.38,0.46,0.0,0.25,0,1
827,F,setif,techniques_maths,friends,0,12.84,13.11,11.79,11.58,14.83,13.26,12.48,12.02,11.62,11.05,11.05,13.6,12.15,12.88,12.62,12.63,12.56,12.06,12.61,12.78,12.72,12.75,13.04,20,0.51,19,1,4,3,4,3,auditory,5,3,0.16,0.2,0.16,0.15,0.15,0.13,0.18,7,3,12.62,assez_bien,0.63,27.48,17.27,0.2,0.61,0.26,0.24,1,6,0.6,0,0.26,0.62,0.0,0.15,0,0
828,M,constantine,techniques_maths,academic_guidance,0,12.33,11.94,13.7,10.45,13.07,13.05,11.79,11.65,11.01,12.41,10.45,12.61,11.96,12.28,11.44,11.87,11.35,12.59,11.32,12.09,12.07,12.08,11.77,19,0.57,11,8,6,4,4,3,visual,2,4,0.24,0.16,0.25,0.19,0.2,0.22,0.2,8,2,12.01,assez_bien,0.63,26.06,1.36,0.31,0.22,0.49,0.33,0,4,0.6,0,0.49,0.59,0.0,0.21,0,0
829,M,tlemcen,techniques_maths,academic_guidance,0,14.85,14.45,14.8,14.83,14.36,14.93,15.76,13.94,13.59,13.75,13.67,13.99,14.13,14.06,14.54,14.68,14.74,14.4,15.03,14.25,14.83,14.54,14.84,17,0.83,12,5,0,1,5,5,visual,4,4,0.02,0.04,0.0,0.05,0.01,0.01,0.03,7,2,14.64,bien,0.86,17.78,2.35,0.0,0.74,0.28,0.07,1,2,1.0,0,0.28,0.74,0.0,0.06,0,0
830,M,bejaia,techniques_maths,interest,0,13.54,12.54,13.33,13.57,13.83,14.74,13.26,12.86,11.85,12.77,12.6,13.34,13.65,13.5,12.95,13.44,13.4,13.51,13.36,13.58,13.82,13.7,13.0,15,0.57,8,7,4,3,3,4,practice_based,4,3,0.11,0.1,0.11,0.09,0.08,0.13,0.1,6,2,13.58,assez_bien,0.9,15.01,1.13,0.26,0.58,0.16,0.22,2,6,0.8,0,0.16,0.67,0.0,0.2,0,1
831,F,tizi_ouzou,techniques_maths,grades_pressure,0,13.79,13.08,13.8,14.37,13.46,14.4,13.61,12.58,12.57,12.36,12.55,12.54,13.33,12.94,12.15,13.32,13.53,13.09,13.66,12.84,13.78,13.31,13.0,21,0.5,11,10,0,3,3,3,reading_writing,3,3,0.1,0.13,0.09,0.14,0.08,0.13,0.11,8,3,13.22,assez_bien,0.63,28.91,1.09,0.0,0.73,0.36,0.23,0,9,0.6,0,0.36,0.67,0.0,0.14,0,1
832,F,constantine,techniques_maths,grades_pressure,0,10.58,11.65,10.0,10.88,10.0,10.0,10.94,9.35,10.47,8.9,9.41,8.68,8.43,8.56,10.22,9.71,10.78,9.02,9.33,9.48,9.5,9.49,10.14,28,0.47,10,18,8,5,3,2,auditory,2,1,0.28,0.4,0.38,0.37,0.37,0.32,0.34,5,4,9.63,echec,0.34,63.26,0.55,0.28,0.36,0.6,0.51,3,12,0.4,0,0.6,0.49,0.0,0.18,0,0
833,F,constantine,techniques_maths,interest,0,11.03,10.94,11.23,12.2,10.79,10.95,10.07,10.17,9.64,10.1,11.13,10.01,10.46,10.24,9.67,10.87,10.15,11.14,11.89,10.37,11.0,10.69,10.66,29,0.31,15,14,8,5,3,3,auditory,4,2,0.32,0.26,0.21,0.31,0.27,0.29,0.29,5,5,10.92,passable,0.38,61.02,1.06,0.27,0.7,0.61,0.45,3,15,0.6,0,0.61,0.55,0.0,0.17,0,0
